,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,RSI,Signal Count
24505,2023-12-15,0.8460000157356262,1.0779999494552612,0.8460000157356262,0.9800000190734864,0.9800000190734864,101100,CNTX,0,1,1,1,1,4
7155,2023-12-28,9.5,10.25,9.300000190734863,10.100000381469728,10.100000381469728,28600,PROP,1,1,0,1,1,4
7154,2023-12-27,8.539999961853027,9.489999771118164,8.539999961853027,9.489999771118164,9.489999771118164,25800,PROP,1,0,1,1,1,4
7233,2023-12-20,0.0003000000142492,0.0099999997764825,0.0003000000142492,0.0099999997764825,0.0099999997764825,20001,BLIAQ,0,1,1,1,1,4
3134,2023-12-18,2.5999999046325684,3.180000066757202,2.450000047683716,3.0,3.0,5700,NGLD,0,1,1,1,1,4
3092,2023-10-18,3.0999999046325684,3.299999952316284,3.0999999046325684,3.2249999046325684,3.2249999046325684,4100,NGLD,1,0,1,1,1,4
7205,2023-11-09,0.0020000000949949,0.0024999999441206,0.0020000000949949,0.0024999999441206,0.0024999999441206,10200,BLIAQ,1,1,0,1,1,4
7207,2023-11-13,0.0020000000949949,0.0099999997764825,0.0020000000949949,0.0099999997764825,0.0099999997764825,40351,BLIAQ,1,1,0,1,1,4
7210,2023-11-16,0.0049999998882412,0.0051000001840293,0.0049999998882412,0.0051000001840293,0.0051000001840293,7775,BLIAQ,1,1,0,1,1,4
7239,2023-12-29,0.0020000000949949,0.0099999997764825,0.0020000000949949,0.0099999997764825,0.0099999997764825,17151,BLIAQ,0,1,1,1,1,4
20823,2023-11-02,0.8999999761581421,0.9210000038146972,0.8999999761581421,0.9210000038146972,0.9210000038146972,5900,GMINF,1,1,0,1,1,4
283,2023-10-31,0.006000000052154,0.0179999992251396,0.006000000052154,0.0179999992251396,0.0179999992251396,6350,TAWNF,1,1,0,1,1,4
24559,2023-11-03,1.7699999809265137,1.870000004768372,1.7599999904632568,1.840000033378601,1.840000033378601,6441800,SOUN,1,1,0,1,1,4
24558,2023-11-02,1.6100000143051147,1.7400000095367432,1.600000023841858,1.7200000286102295,1.7200000286102295,6609500,SOUN,1,1,0,1,1,4
20775,2023-12-22,1.7100000381469729,1.7100000381469729,1.600000023841858,1.690000057220459,1.690000057220459,102500,EKSO,1,1,0,1,1,4
7284,2023-11-03,5.349999904632568,5.570000171661377,5.28000020980835,5.460000038146973,5.460000038146973,1776500,APLD,1,1,0,1,1,4
20820,2023-10-30,0.8716999888420105,0.8899999856948853,0.8346999883651733,0.8899999856948853,0.8899999856948853,18488,GMINF,1,1,0,1,1,4
20772,2023-12-19,1.4199999570846558,1.590000033378601,1.3700000047683716,1.5700000524520874,1.5700000524520874,158700,EKSO,1,0,1,1,1,4
3035,2023-11-24,4.099999904632568,4.300000190734863,4.01200008392334,4.289999961853027,4.289999961853027,184800,SDIG,1,1,0,1,1,4
7283,2023-11-02,5.130000114440918,5.289999961853027,4.980000019073486,5.28000020980835,5.28000020980835,2423700,APLD,1,1,0,1,1,4
7364,2023-10-31,1.6399999856948853,1.8899999856948853,1.6399999856948853,1.830000042915344,1.830000042915344,1317300,XERS,0,1,1,1,1,4
13872,2024-01-03,3.0799999237060547,3.5,3.0799999237060547,3.359999895095825,3.359999895095825,95300,RENB,1,0,1,1,1,4
13873,2024-01-04,3.359999895095825,3.670000076293945,3.359999895095825,3.5799999237060547,3.5799999237060547,172700,RENB,1,1,0,1,1,4
24643,2023-11-06,1.399999976158142,1.409999966621399,1.2899999618530271,1.3600000143051147,1.3600000143051147,1026000,OMER,1,1,0,1,1,4
13875,2024-01-08,3.920000076293945,3.944999933242798,3.680000066757202,3.880000114440918,3.880000114440918,99800,RENB,1,1,0,1,1,4
24642,2023-11-03,1.25,1.3700000047683716,1.2400000095367432,1.2799999713897705,1.2799999713897705,754700,OMER,1,1,1,0,1,4
3012,2023-10-23,4.320000171661377,4.789999961853027,4.150000095367432,4.71999979019165,4.71999979019165,352200,SDIG,1,0,1,1,1,4
24644,2023-11-07,1.340000033378601,1.5,1.2999999523162842,1.4199999570846558,1.4199999570846558,696000,OMER,1,1,0,1,1,4
13752,2023-11-08,1.649999976158142,1.649999976158142,1.5,1.600000023841858,1.600000023841858,587400,CRVS,1,1,0,1,1,4
7377,2023-11-17,1.6200000047683716,1.7799999713897705,1.5299999713897705,1.7699999809265137,1.7699999809265137,3653300,XERS,1,0,1,1,1,4
7381,2023-11-24,1.7300000190734863,1.950000047683716,1.7300000190734863,1.9299999475479128,1.9299999475479128,1111600,XERS,1,1,0,1,1,4
20653,2023-10-27,0.959999978542328,1.0,0.949999988079071,1.0,1.0,17900,IXHL,1,0,1,1,1,4
20657,2023-11-02,0.949999988079071,1.1799999475479126,0.949999988079071,1.0700000524520874,1.0700000524520874,15100,IXHL,1,1,0,1,1,4
13763,2023-11-24,1.4199999570846558,1.5099999904632568,1.3600000143051147,1.4600000381469729,1.4600000381469729,57800,CRVS,0,1,1,1,1,4
20655,2023-10-31,0.9900000095367432,1.0499999523162842,0.9900000095367432,1.0499999523162842,1.0499999523162842,17300,IXHL,1,1,0,1,1,4
7486,2023-12-27,0.0119000002741813,0.0153500000014901,0.0119000002741813,0.0153500000014901,0.0153500000014901,874,TRLFF,1,0,1,1,1,4
4120,2023-12-04,0.0405000001192092,0.0405000001192092,0.0405000001192092,0.0405000001192092,0.0405000001192092,25052,IXIXF,1,1,1,0,1,4
7536,2023-11-08,1.950000047683716,2.0,1.8849999904632568,1.9700000286102293,1.9700000286102293,5076400,AUR,1,1,0,1,1,4
304,2023-11-30,0.0049999998882412,0.0099999997764825,0.0049999998882412,0.0099999997764825,0.0099999997764825,11900,TAWNF,1,0,1,1,1,4
2945,2023-11-14,0.8899999856948853,0.9789999723434448,0.8899999856948853,0.9789999723434448,0.9789999723434448,1200,XELB,1,1,0,1,1,4
20447,2023-12-29,2.4800000190734863,2.569999933242798,2.430000066757202,2.539999961853028,2.539999961853028,72500,APTO,1,1,0,1,1,4
4128,2023-12-14,0.035640001296997,0.0386000014841556,0.035640001296997,0.0375000014901161,0.0375000014901161,4600,IXIXF,1,1,0,1,1,4
24728,2023-11-08,0.5899999737739563,0.7200000286102295,0.5898000001907349,0.7099999785423279,0.7099999785423279,43847,GEVI,1,1,0,1,1,4
24727,2023-11-07,0.6200000047683716,0.6200000047683716,0.4399999976158142,0.5899999737739563,0.5899999737739563,43984,GEVI,1,0,1,1,1,4
324,2023-12-29,0.0073000001721084,0.0074000000022351,0.0071999998763203,0.0074000000022351,0.0074000000022351,46432,TAWNF,0,1,1,1,1,4
20453,2024-01-09,2.5999999046325684,2.5999999046325684,2.4200000762939453,2.4200000762939453,2.4200000762939453,76400,APTO,1,1,1,0,1,4
24729,2023-11-09,0.8500000238418579,0.8500000238418579,0.6499999761581421,0.8500000238418579,0.8500000238418579,42857,GEVI,1,1,0,1,1,4
321,2023-12-26,0.006000000052154,0.0099999997764825,0.006000000052154,0.0099999997764825,0.0099999997764825,4750,TAWNF,0,1,1,1,1,4
307,2023-12-05,0.0054999999701976,0.0055999998003244,0.0054999999701976,0.0055999998003244,0.0055999998003244,26700,TAWNF,1,1,0,1,1,4
20426,2023-11-29,2.299999952316284,2.690000057220459,2.299999952316284,2.690000057220459,2.690000057220459,54900,APTO,1,0,1,1,1,4
20445,2023-12-27,2.299999952316284,2.6700000762939453,2.299999952316284,2.559999942779541,2.559999942779541,135400,APTO,1,1,0,1,1,4
20359,2023-12-21,2.2300000190734863,2.450000047683716,2.1600000858306885,2.309999942779541,2.309999942779541,1481800,CDIO,1,1,0,1,1,4
7796,2023-11-24,0.7990000247955322,0.8100000023841858,0.7599999904632568,0.7990000247955322,0.7990000247955322,149300,ANY,1,1,0,1,1,4
4129,2023-12-15,0.0342000015079975,0.0399999991059303,0.0342000015079975,0.0399999991059303,0.0399999991059303,4400,IXIXF,1,1,0,1,1,4
7802,2023-12-04,1.0099999904632568,1.0700000524520874,0.8199999928474426,1.0700000524520874,1.0700000524520874,11163900,ANY,1,1,0,1,1,4
2815,2024-01-08,0.949999988079071,1.0,0.949999988079071,1.0,1.0,19500,TOMZ,1,1,0,1,1,4
7698,2023-11-02,5.170000076293945,5.449999809265137,5.019999980926514,5.380000114440918,5.380000114440918,57500,NERV,1,1,0,1,1,4
4720,2024-01-02,0.8169999718666077,0.8989999890327454,0.8169999718666077,0.8799999952316284,0.8799999952316284,80700,CRDL,1,0,1,1,1,4
20325,2023-11-02,0.296999990940094,0.375,0.2800000011920929,0.375,0.375,12723400,CDIO,1,1,0,1,1,4
2810,2023-12-29,0.8899999856948853,1.0299999713897705,0.8700000047683716,1.0099999904632568,1.0099999904632568,99000,TOMZ,1,1,0,1,1,4
7870,2023-11-10,0.0111999996006488,0.0489999987185001,0.0111999996006488,0.0489999987185001,0.0489999987185001,3150,CMXC,1,1,0,1,1,4
20324,2023-11-01,0.3030000030994415,0.324999988079071,0.2759999930858612,0.3140000104904175,0.3140000104904175,15352000,CDIO,1,1,0,1,1,4
20357,2023-12-19,2.0299999713897705,2.5299999713897705,1.919999957084656,2.359999895095825,2.359999895095825,3458300,CDIO,1,1,0,1,1,4
20355,2023-12-15,1.659999966621399,2.3399999141693115,1.5800000429153442,2.3399999141693115,2.3399999141693115,4991200,CDIO,1,0,1,1,1,4
20189,2023-12-15,0.6800000071525574,0.7799999713897705,0.6499999761581421,0.7570000290870667,0.7570000290870667,13603900,GNS,0,1,1,1,1,4
20185,2023-12-11,0.6000000238418579,0.6449999809265137,0.5920000076293945,0.6060000061988831,0.6060000061988831,1162000,GNS,1,1,1,0,1,4
20184,2023-12-08,0.5600000023841858,0.6150000095367432,0.5600000023841858,0.5960000157356262,0.5960000157356262,1141200,GNS,1,1,0,1,1,4
4585,2023-10-17,3.7300000190734863,3.950000047683716,3.7300000190734863,3.890000104904175,3.890000104904175,35200,ACHV,1,0,1,1,1,4
7889,2023-12-08,0.0099999997764825,0.0120000001043081,0.0074999998323619,0.0120000001043081,0.0120000001043081,11175,CMXC,1,1,0,1,1,4
2772,2023-11-03,0.9800000190734864,1.0199999809265137,0.949999988079071,0.9700000286102296,0.9700000286102296,7500,TOMZ,1,1,1,0,1,4
2771,2023-11-02,0.9300000071525574,0.959999978542328,0.9300000071525574,0.949999988079071,0.949999988079071,3900,TOMZ,1,1,0,1,1,4
2769,2023-10-31,0.949999988079071,0.9900000095367432,0.949999988079071,0.9700000286102296,0.9700000286102296,7200,TOMZ,1,1,0,1,1,4
7956,2023-11-15,0.0209999997168779,0.0234999991953372,0.0209999997168779,0.0226600002497434,0.0226600002497434,1608733,MONI,1,0,1,1,1,4
7990,2024-01-05,0.0128499995917081,0.0128499995917081,0.0112500004470348,0.0120999999344348,0.0120999999344348,1117901,MONI,1,1,0,1,1,4
7974,2023-12-12,0.0131000000983476,0.0240000002086162,0.012699999846518,0.0199999995529651,0.0199999995529651,8611442,MONI,1,1,0,1,1,4
13706,2024-01-03,0.050000000745058,0.0644000023603439,0.050000000745058,0.0644000023603439,0.0644000023603439,5670,APETF,1,1,0,1,1,4
7982,2023-12-22,0.0125000001862645,0.0140000004321336,0.0125000001862645,0.0140000004321336,0.0140000004321336,1342446,MONI,1,1,0,1,1,4
7993,2024-01-10,0.0149999996647238,0.0188999995589256,0.0130000002682209,0.0175000000745058,0.0175000000745058,4948631,MONI,1,1,0,1,1,4
7984,2023-12-27,0.0140000004321336,0.0149999996647238,0.0130000002682209,0.0144999995827674,0.0144999995827674,1867489,MONI,1,1,0,1,1,4
20182,2023-12-06,0.550000011920929,0.5899999737739563,0.550000011920929,0.5899999737739563,0.5899999737739563,1290400,GNS,1,1,0,1,1,4
26761,2023-12-01,0.0277999993413686,0.0388999991118907,0.025000000372529,0.0359999984502792,0.0359999984502792,1281250,CTCGF,1,1,0,1,1,4
2700,2023-11-20,0.8700000047683716,1.0440000295639038,0.8500000238418579,1.0399999618530271,1.0399999618530271,477281,VRSSF,0,1,1,1,1,4
13750,2023-11-06,1.3700000047683716,1.5,1.3600000143051147,1.4800000190734863,1.4800000190734863,330600,CRVS,1,1,0,1,1,4
20140,2023-10-06,0.8799999952316284,1.100000023841858,0.8629999756813049,1.0399999618530271,1.0399999618530271,5691300,GNS,1,0,1,1,1,4
8062,2023-12-19,1.5,1.5499999523162842,1.5,1.5499999523162842,1.5499999523162842,55900,MATH,1,1,0,1,1,4
24847,2024-01-02,0.0199999995529651,0.0299999993294477,0.0199999995529651,0.0299999993294477,0.0299999993294477,493,VAGNF,0,1,1,1,1,4
8063,2023-12-20,1.5499999523162842,1.600000023841858,1.5199999809265137,1.590000033378601,1.590000033378601,71000,MATH,1,1,0,1,1,4
7976,2023-12-14,0.0185000002384185,0.0198999997228384,0.0180500000715255,0.0194000005722045,0.0194000005722045,433749,MONI,1,1,0,1,1,4
14819,2023-10-23,2.130000114440918,2.200000047683716,2.059999942779541,2.200000047683716,2.200000047683716,31000,DMAC,1,0,1,1,1,4
2686,2023-10-31,0.9900000095367432,1.0499999523162842,0.965499997138977,1.0399999618530271,1.0399999618530271,423917,VRSSF,1,1,0,1,1,4
2671,2023-10-10,0.9549999833106996,1.0399999618530271,0.9501500129699708,1.0399999618530271,1.0399999618530271,117103,VRSSF,1,0,1,1,1,4
8125,2023-11-20,1.690000057220459,1.7350000143051147,1.4900000095367432,1.7350000143051147,1.7350000143051147,3100,SNTG,1,1,0,1,1,4
8124,2023-11-17,1.5099999904632568,1.649999976158142,1.4700000286102295,1.649999976158142,1.649999976158142,5500,SNTG,1,1,0,1,1,4
13621,2023-12-29,0.0219999998807907,0.0270000007003545,0.0196899995207786,0.0270000007003545,0.0270000007003545,408200,MVNT,1,1,0,1,1,4
2684,2023-10-27,0.7185999751091003,0.8161500096321106,0.6700000166893005,0.7930999994277954,0.7930999994277954,516567,VRSSF,1,0,1,1,1,4
14891,2023-10-06,7.510000228881836,8.029999732971191,7.5,7.989999771118164,7.989999771118164,23311700,SOFI,1,0,1,1,1,4
2688,2023-11-02,0.921999990940094,1.0299999713897705,0.8866999745368958,1.0299999713897705,1.0299999713897705,376141,VRSSF,1,1,0,1,1,4
19923,2023-11-21,0.0299999993294477,0.0350000001490116,0.0299999993294477,0.0350000001490116,0.0350000001490116,181426,ARTM,1,1,0,1,1,4
13619,2023-12-27,0.018300000578165,0.0219999998807907,0.018300000578165,0.0219999998807907,0.0219999998807907,37230,MVNT,1,1,0,1,1,4
24898,2023-11-14,2.259999990463257,2.430000066757202,2.259999990463257,2.390000104904175,2.390000104904175,1199300,ADV,1,1,0,1,1,4
24897,2023-11-13,2.039999961853028,2.134999990463257,1.9900000095367432,2.119999885559082,2.119999885559082,844100,ADV,1,0,1,1,1,4
24900,2023-11-16,2.430000066757202,2.490000009536743,2.359999895095825,2.470000028610229,2.470000028610229,357100,ADV,1,1,0,1,1,4
8216,2023-12-01,3.119999885559082,3.5,3.069999933242798,3.470000028610229,3.470000028610229,3358000,HIVE,1,1,0,1,1,4
8195,2023-11-01,3.109999895095825,3.119999885559082,2.970000028610229,3.0899999141693115,3.0899999141693115,1015400,HIVE,0,1,1,1,1,4
19858,2023-12-18,4.989999771118164,5.28000020980835,4.909999847412109,5.099999904632568,5.099999904632568,327100,GREE,0,1,1,1,1,4
19855,2023-12-13,5.090000152587891,5.349999904632568,4.929999828338623,5.300000190734863,5.300000190734863,207500,GREE,0,1,1,1,1,4
2548,2023-12-11,0.0099999997764825,0.0108000002801418,0.0098999999463558,0.0104000000283122,0.0104000000283122,143200,AWON,1,1,0,1,1,4
2566,2024-01-08,0.0080000003799796,0.0080000003799796,0.0065999999642372,0.0078999996185302,0.0078999996185302,180000,AWON,1,1,0,1,1,4
8407,2024-01-09,3.849999904632568,4.0,3.756999969482422,3.950000047683716,3.950000047683716,64600,ALIM,0,1,1,1,1,4
24984,2023-11-17,0.1850000023841858,0.209999993443489,0.1749999970197677,0.1870000064373016,0.1870000064373016,52400,NTCPF,1,1,1,0,1,4
24979,2023-11-10,0.1790000051259994,0.2000000029802322,0.1790000051259994,0.2000000029802322,0.2000000029802322,3500,NTCPF,1,1,0,1,1,4
8547,2023-11-30,0.1532499939203262,0.1609999984502792,0.1459999978542328,0.1609999984502792,0.1609999984502792,20469,ELYS,1,1,0,1,1,4
8611,2023-11-02,0.25,0.2800000011920929,0.25,0.270000010728836,0.270000010728836,222700,CATX,1,1,0,1,1,4
19530,2023-12-22,5.079999923706055,5.829999923706055,5.065000057220459,5.75,5.75,281800,TCRX,1,0,1,1,1,4
8551,2023-12-06,0.1449999958276748,0.1650000065565109,0.1400000005960464,0.1554999947547912,0.1554999947547912,99101,ELYS,1,1,0,1,1,4
8624,2023-11-21,0.2599999904632568,0.2599999904632568,0.25,0.2599999904632568,0.2599999904632568,204400,CATX,1,1,0,1,1,4
4136,2023-12-27,0.0379000008106231,0.0381999984383583,0.0379000008106231,0.0381999984383583,0.0381999984383583,7970,IXIXF,1,1,0,1,1,4
2443,2023-11-08,2.0799999237060547,2.190000057220459,2.0299999713897705,2.1700000762939453,2.1700000762939453,21770400,OPEN,0,1,1,1,1,4
2442,2023-11-07,1.9700000286102293,2.150000095367432,1.950000047683716,2.069999933242798,2.069999933242798,17858500,OPEN,1,1,0,1,1,4
2439,2023-11-02,2.049999952316284,2.309999942779541,2.049999952316284,2.200000047683716,2.200000047683716,33553700,OPEN,1,1,0,1,1,4
8695,2023-11-03,1.309999942779541,1.409999966621399,1.309999942779541,1.3799999952316284,1.3799999952316284,444000,BLND,1,1,0,1,1,4
8711,2023-11-28,1.2699999809265137,1.350000023841858,1.25,1.340000033378601,1.340000033378601,482600,BLND,0,1,1,1,1,4
8694,2023-11-02,1.2799999713897705,1.3300000429153442,1.2400000095367432,1.2899999618530271,1.2899999618530271,441700,BLND,1,0,1,1,1,4
14921,2023-11-17,6.800000190734863,6.880000114440918,6.650000095367432,6.829999923706055,6.829999923706055,30785400,SOFI,1,1,0,1,1,4
14926,2023-11-27,6.869999885559082,7.199999809265137,6.860000133514404,7.03000020980835,7.03000020980835,40258600,SOFI,1,1,0,1,1,4
4368,2023-12-01,2.799999952316284,3.005000114440918,2.740000009536743,2.940000057220459,2.940000057220459,7396600,CIFR,1,0,1,1,1,4
8696,2023-11-06,1.3600000143051147,1.4600000381469729,1.3589999675750732,1.4199999570846558,1.4199999570846558,405000,BLND,1,1,0,1,1,4
4108,2023-11-15,0.0348999984562397,0.0485000014305114,0.0348999984562397,0.0420700013637542,0.0420700013637542,22307,IXIXF,1,1,0,1,1,4
4688,2023-11-14,0.7900000214576721,0.8700000047683716,0.7900000214576721,0.8640000224113464,0.8640000224113464,200200,CRDL,0,1,1,1,1,4
8861,2023-11-03,2.3499999046325684,2.700000047683716,2.3499999046325684,2.650000095367432,2.650000095367432,261900,CLRB,1,0,1,1,1,4
25143,2023-11-08,0.2800000011920929,0.324999988079071,0.2800000011920929,0.324999988079071,0.324999988079071,700,TLSIW,1,1,0,1,1,4
14916,2023-11-10,6.920000076293945,6.949999809265137,6.739999771118164,6.940000057220459,6.940000057220459,29494800,SOFI,1,1,0,1,1,4
8877,2023-11-28,2.1600000858306885,2.25,2.119999885559082,2.2300000190734863,2.2300000190734863,115400,CLRB,0,1,1,1,1,4
8929,2023-10-13,0.0024999999441206,0.0035000001080334,0.0024999999441206,0.0035000001080334,0.0035000001080334,250000,NREG,1,0,1,1,1,4
9026,2023-11-02,3.1700000762939453,3.5299999713897705,3.150000095367432,3.4800000190734863,3.4800000190734863,1859800,IREN,1,1,0,1,1,4
14908,2023-10-31,7.039999961853027,7.570000171661377,7.03000020980835,7.550000190734863,7.550000190734863,63310400,SOFI,1,0,1,1,1,4
23564,2023-11-06,2.299999952316284,3.0799999237060547,2.299999952316284,3.049999952316284,3.049999952316284,823200,GSIT,1,1,0,1,1,4
9014,2023-10-17,3.240000009536743,3.5350000858306885,3.1700000762939453,3.5,3.5,1623500,IREN,1,0,1,1,1,4
9035,2023-11-15,2.9800000190734863,3.180000066757202,2.9049999713897705,3.109999895095825,3.109999895095825,2068100,IREN,1,1,0,1,1,4
9042,2023-11-27,3.4800000190734863,3.924999952316284,3.414999961853028,3.799999952316284,3.799999952316284,4607500,IREN,1,1,0,1,1,4
9041,2023-11-24,3.200000047683716,3.549999952316284,3.184999942779541,3.539999961853028,3.539999961853028,2367900,IREN,1,1,0,1,1,4
9040,2023-11-22,2.880000114440918,3.174999952316284,2.8399999141693115,3.1600000858306885,3.1600000858306885,2393600,IREN,1,1,0,1,1,4
9038,2023-11-20,2.9200000762939453,3.025000095367432,2.8499999046325684,2.940000057220459,2.940000057220459,1536000,IREN,1,1,0,1,1,4
9089,2023-10-05,0.5899999737739563,0.6499999761581421,0.5899999737739563,0.6499999761581421,0.6499999761581421,10000,FDMIF,1,0,1,1,1,4
14910,2023-11-02,7.900000095367432,8.199999809265137,7.880000114440918,8.170000076293945,8.170000076293945,45933900,SOFI,1,1,0,1,1,4
23492,2023-11-21,0.4930000007152557,0.4930000007152557,0.4440000057220459,0.4709999859333038,0.4709999859333038,102000,ELEV,1,1,0,1,1,4
19169,2023-11-10,3.490000009536743,3.609999895095825,3.490000009536743,3.609999895095825,3.609999895095825,13900,SSNT,1,1,0,1,1,4
19168,2023-11-09,3.4800000190734863,3.680000066757202,3.450000047683716,3.569999933242798,3.569999933242798,11100,SSNT,1,1,0,1,1,4
9125,2023-11-27,0.800000011920929,0.9081000089645386,0.788100004196167,0.8999999761581421,0.8999999761581421,84295,FDMIF,1,1,0,1,1,4
4525,2023-11-17,0.296999990940094,0.3199000060558319,0.296999990940094,0.3199000060558319,0.3199000060558319,73000,RMLFF,1,0,1,1,1,4
19115,2023-12-22,0.25,0.3199999928474426,0.25,0.3160000145435333,0.3160000145435333,22000,SMGI,1,1,0,1,1,4
25235,2023-11-21,0.6399999856948853,0.6800000071525574,0.6299999952316284,0.6600000262260437,0.6600000262260437,100500,CGEN,1,1,0,1,1,4
25234,2023-11-20,0.6499999761581421,0.6600000262260437,0.6299999952316284,0.6499999761581421,0.6499999761581421,126400,CGEN,1,1,0,1,1,4
2291,2023-11-29,0.9100000262260436,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,2825,LINRF,1,1,0,1,1,4
