,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,RSI,Signal Count
11442,2023-11-28,2.0,2.0,1.7000000476837158,2.0,2.0,8300,HLGN,0,1,0,0,1,2
11444,2023-11-30,2.039999961853028,2.200000047683716,2.0,2.0899999141693115,2.0899999141693115,10300,HLGN,0,1,0,0,1,2
11513,2023-11-09,4.800000190734863,5.230000019073486,4.579999923706055,4.730000019073486,4.730000019073486,563700,LUXH,0,1,0,0,1,2
11514,2023-11-10,4.699999809265137,4.730000019073486,4.400000095367432,4.480000019073486,4.480000019073486,239700,LUXH,0,1,0,0,1,2
16751,2023-11-24,1.1699999570846558,1.399999976158142,1.1699999570846558,1.399999976158142,1.399999976158142,2267100,TMC,0,1,0,1,0,2
11471,2024-01-10,1.830000042915344,1.9700000286102293,1.75,1.909999966621399,1.909999966621399,5100,HLGN,0,1,0,0,1,2
11462,2023-12-27,1.7100000381469729,1.7999999523162842,1.5499999523162842,1.787999987602234,1.787999987602234,31900,HLGN,1,0,0,0,1,2
11463,2023-12-28,1.600000023841858,1.7999999523162842,1.5499999523162842,1.7799999713897705,1.7799999713897705,32100,HLGN,1,0,0,0,1,2
11465,2024-01-02,2.039999961853028,2.039999961853028,1.968000054359436,1.9700000286102293,1.9700000286102293,5200,HLGN,1,0,0,0,1,2
11466,2024-01-03,1.850000023841858,2.005000114440918,1.7100000381469729,1.8200000524520876,1.8200000524520876,17800,HLGN,1,0,0,0,1,2
11468,2024-01-05,1.9299999475479128,1.950000047683716,1.7999999523162842,1.7999999523162842,1.7999999523162842,3200,HLGN,1,0,0,0,1,2
11433,2023-11-14,1.0,1.5,0.9409999847412108,1.090000033378601,1.090000033378601,127400,HLGN,1,0,0,0,1,2
26096,2023-11-30,2.740000009536743,2.8399999141693115,2.630000114440918,2.75,2.75,123300,SYRS,1,0,0,0,1,2
26097,2023-12-01,2.700000047683716,2.8499999046325684,2.5199999809265137,2.6600000858306885,2.6600000858306885,85400,SYRS,1,0,0,0,1,2
26087,2023-11-16,3.009999990463257,3.240000009536743,2.990000009536743,3.0,3.0,86400,SYRS,0,1,0,0,1,2
26102,2023-12-08,4.570000171661377,4.650000095367432,4.050000190734863,4.139999866485596,4.139999866485596,333900,SYRS,0,1,0,0,1,2
26103,2023-12-11,4.150000095367432,4.690000057220459,4.099999904632568,4.690000057220459,4.690000057220459,253100,SYRS,0,1,0,1,0,2
26105,2023-12-13,4.800000190734863,4.889999866485596,4.289999961853027,4.389999866485596,4.389999866485596,261200,SYRS,0,1,0,0,1,2
26106,2023-12-14,4.440000057220459,4.61899995803833,4.324999809265137,4.329999923706055,4.329999923706055,108200,SYRS,0,1,0,0,1,2
26107,2023-12-15,4.340000152587891,4.480000019073486,4.050000190734863,4.159999847412109,4.159999847412109,325200,SYRS,0,1,0,0,1,2
1263,2023-10-09,0.125,0.125,0.1000000014901161,0.125,0.125,9320,NUKK,0,0,0,1,1,2
1267,2023-10-13,0.0997999981045723,0.125,0.0997999981045723,0.125,0.125,30868,NUKK,0,0,0,1,1,2
1258,2023-10-02,0.0799999982118606,0.1000000014901161,0.0799999982118606,0.1000000014901161,0.1000000014901161,1500,NUKK,0,0,0,1,1,2
26088,2023-11-17,3.0299999713897705,3.115999937057495,2.9600000381469727,2.9800000190734863,2.9800000190734863,66100,SYRS,0,1,0,0,1,2
26089,2023-11-20,2.900000095367432,2.950000047683716,2.809999942779541,2.869999885559082,2.869999885559082,40900,SYRS,0,1,0,0,1,2
26091,2023-11-22,2.880000114440918,2.9570000171661377,2.700000047683716,2.700000047683716,2.700000047683716,46600,SYRS,0,1,0,0,1,2
26093,2023-11-27,2.7699999809265137,2.819999933242798,2.640000104904175,2.640000104904175,2.640000104904175,51000,SYRS,0,1,0,0,1,2
1278,2023-10-30,0.1159999966621398,0.1159999966621398,0.1030000001192092,0.1030000001192092,0.1030000001192092,3462,NUKK,0,1,0,0,1,2
11546,2023-12-28,6.150000095367432,6.198999881744385,5.800000190734863,5.980000019073486,5.980000019073486,181400,LUXH,0,1,0,0,1,2
11547,2023-12-29,6.0,6.28000020980835,5.800000190734863,5.96999979019165,5.96999979019165,280300,LUXH,0,1,0,0,1,2
11548,2024-01-02,6.039999961853027,6.317999839782715,5.639999866485596,5.679999828338623,5.679999828338623,341500,LUXH,0,1,0,0,1,2
11549,2024-01-03,5.599999904632568,5.739999771118164,5.465000152587891,5.559999942779541,5.559999942779541,170500,LUXH,0,1,0,0,1,2
11534,2023-12-11,4.440000057220459,4.550000190734863,4.25,4.550000190734863,4.550000190734863,151500,LUXH,1,0,0,0,1,2
11535,2023-12-12,4.519999980926514,4.610000133514404,4.25,4.260000228881836,4.260000228881836,124100,LUXH,1,0,0,0,1,2
11500,2023-10-23,3.990000009536743,4.070000171661377,3.690000057220459,3.7300000190734863,3.7300000190734863,102100,LUXH,1,0,0,0,1,2
11501,2023-10-24,3.740000009536743,4.380000114440918,3.740000009536743,4.050000190734863,4.050000190734863,234900,LUXH,1,0,0,0,1,2
16731,2023-10-26,0.8399999737739563,0.8679999709129333,0.8399999737739563,0.8450000286102295,0.8450000286102295,286100,TMC,1,0,0,0,1,2
16732,2023-10-27,0.871999979019165,0.8899999856948853,0.824999988079071,0.8349999785423279,0.8349999785423279,617200,TMC,1,0,0,0,1,2
16733,2023-10-30,0.8500000238418579,0.8579999804496765,0.8059999942779541,0.8100000023841858,0.8100000023841858,563700,TMC,1,1,0,0,0,2
11536,2023-12-13,4.289999961853027,4.730000019073486,4.289999961853027,4.639999866485596,4.639999866485596,235200,LUXH,0,0,0,1,1,2
11537,2023-12-14,4.75,5.0,4.699999809265137,4.900000095367432,4.900000095367432,172600,LUXH,0,0,0,1,1,2
11538,2023-12-15,4.920000076293945,4.989999771118164,4.703999996185303,4.869999885559082,4.869999885559082,211600,LUXH,0,1,0,0,1,2
11539,2023-12-18,4.78000020980835,5.010000228881836,4.369999885559082,4.489999771118164,4.489999771118164,249500,LUXH,0,1,0,0,1,2
11530,2023-12-05,4.360000133514404,4.460000038146973,4.139999866485596,4.269999980926514,4.269999980926514,194400,LUXH,1,0,0,0,1,2
16723,2023-10-16,0.8799999952316284,0.9100000262260436,0.8709999918937683,0.9020000100135804,0.9020000100135804,529800,TMC,1,0,0,1,0,2
16715,2023-10-04,0.9169999957084656,0.9670000076293944,0.8899999856948853,0.9449999928474426,0.9449999928474426,817000,TMC,1,0,0,1,0,2
16717,2023-10-06,0.9330000281333924,0.949999988079071,0.9110000133514404,0.9369999766349792,0.9369999766349792,400400,TMC,1,0,0,1,0,2
11519,2023-11-17,5.119999885559082,5.554999828338623,4.96999979019165,5.050000190734863,5.050000190734863,480700,LUXH,0,1,0,0,1,2
11520,2023-11-20,5.050000190734863,5.191999912261963,4.860000133514404,4.980000019073486,4.980000019073486,201600,LUXH,0,1,0,0,1,2
16741,2023-11-09,1.059999942779541,1.090000033378601,0.9959999918937684,1.0099999904632568,1.0099999904632568,548100,TMC,0,1,0,0,1,2
16727,2023-10-20,0.8899999856948853,0.8999999761581421,0.8510000109672546,0.8600000143051147,0.8600000143051147,461700,TMC,1,0,0,0,1,2
16730,2023-10-25,0.8500000238418579,0.8610000014305115,0.8349999785423279,0.8399999737739563,0.8399999737739563,288800,TMC,1,0,0,0,1,2
11515,2023-11-13,4.510000228881836,4.550000190734863,4.150000095367432,4.400000095367432,4.400000095367432,147100,LUXH,0,1,0,0,1,2
11502,2023-10-25,4.019999980926514,4.119999885559082,3.7699999809265137,3.859999895095825,3.859999895095825,89600,LUXH,1,0,0,0,1,2
11522,2023-11-22,5.099999904632568,5.269999980926514,5.059999942779541,5.070000171661377,5.070000171661377,147500,LUXH,0,1,0,0,1,2
11523,2023-11-24,5.070000171661377,5.170000076293945,4.889999866485596,4.949999809265137,4.949999809265137,74600,LUXH,0,1,0,0,1,2
11525,2023-11-28,5.0,5.0,4.590000152587891,4.739999771118164,4.739999771118164,119300,LUXH,0,1,0,0,1,2
11511,2023-11-07,4.559999942779541,4.565999984741211,4.300000190734863,4.460000038146973,4.460000038146973,136600,LUXH,0,1,0,0,1,2
11512,2023-11-08,4.380000114440918,4.546999931335449,4.201000213623047,4.400000095367432,4.400000095367432,102000,LUXH,0,1,0,0,1,2
16720,2023-10-11,0.8899999856948853,0.9300000071525574,0.8899999856948853,0.921999990940094,0.921999990940094,929000,TMC,1,0,0,1,0,2
1234,2023-12-26,9.90999984741211,10.02299976348877,9.640000343322754,9.68000030517578,9.68000030517578,204000,DESP,0,1,0,0,1,2
1235,2023-12-27,9.65999984741211,9.699999809265137,9.350000381469728,9.470000267028809,9.470000267028809,355300,DESP,0,1,0,0,1,2
1222,2023-12-07,8.609999656677246,8.670000076293945,8.4399995803833,8.550000190734863,8.550000190734863,170300,DESP,0,1,0,0,1,2
1224,2023-12-11,8.640000343322754,8.729999542236328,8.539999961853027,8.600000381469727,8.600000381469727,306500,DESP,0,1,0,0,1,2
1225,2023-12-12,8.609999656677246,8.609999656677246,8.430000305175781,8.5,8.5,187900,DESP,0,1,0,0,1,2
1228,2023-12-15,9.399999618530272,9.449999809265137,8.979999542236328,9.220000267028809,9.220000267028809,387000,DESP,0,1,0,0,1,2
1193,2023-10-26,6.369999885559082,6.369999885559082,6.090000152587891,6.269999980926514,6.269999980926514,195300,DESP,1,0,0,0,1,2
1194,2023-10-27,6.300000190734863,6.300000190734863,6.150000095367432,6.269999980926514,6.269999980926514,210500,DESP,1,0,0,0,1,2
1229,2023-12-18,9.239999771118164,9.295000076293944,9.09000015258789,9.18000030517578,9.18000030517578,280200,DESP,0,1,0,0,1,2
26145,2023-10-12,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,2972,REGRF,1,0,0,0,1,2
26146,2023-10-13,0.010250000283122,0.010250000283122,0.010250000283122,0.010250000283122,0.010250000283122,3800,REGRF,1,0,0,0,1,2
26148,2023-10-17,0.0215000007301569,0.0215000007301569,0.0215000007301569,0.0215000007301569,0.0215000007301569,0,REGRF,1,0,0,0,1,2
26149,2023-10-18,0.0215000007301569,0.0215000007301569,0.0215000007301569,0.0215000007301569,0.0215000007301569,0,REGRF,1,0,0,0,1,2
26137,2023-10-02,0.0149999996647238,0.0199999995529651,0.0149999996647238,0.0199999995529651,0.0199999995529651,1539,REGRF,0,0,0,1,1,2
26118,2024-01-03,7.559999942779541,7.650000095367432,6.75,7.059999942779541,7.059999942779541,274800,SYRS,0,1,0,0,1,2
1230,2023-12-19,9.210000038146973,9.399999618530272,9.024999618530272,9.100000381469728,9.100000381469728,280200,DESP,0,1,0,0,1,2
1215,2023-11-28,8.140000343322754,8.140000343322754,7.860000133514404,7.929999828338623,7.929999828338623,238800,DESP,0,1,0,0,1,2
26119,2024-01-04,7.119999885559082,7.298999786376953,6.639999866485596,6.710000038146973,6.710000038146973,180100,SYRS,0,1,0,0,1,2
26122,2024-01-09,6.900000095367432,7.800000190734863,6.679999828338623,7.71999979019165,7.71999979019165,272900,SYRS,0,1,0,1,0,2
26110,2023-12-20,5.559999942779541,5.71999979019165,4.980000019073486,5.449999809265137,5.449999809265137,396100,SYRS,0,1,0,0,1,2
26111,2023-12-21,5.429999828338623,5.900000095367432,5.309999942779541,5.78000020980835,5.78000020980835,209100,SYRS,0,1,0,1,0,2
26112,2023-12-22,5.800000190734863,7.070000171661377,5.684999942779541,7.03000020980835,7.03000020980835,685400,SYRS,0,1,0,1,0,2
26114,2023-12-27,7.25,7.400000095367432,7.0,7.309999942779541,7.309999942779541,334800,SYRS,0,1,0,1,0,2
26116,2023-12-29,7.239999771118164,8.050000190734863,7.019999980926514,7.789999961853027,7.789999961853027,502200,SYRS,0,1,0,1,0,2
11553,2024-01-09,6.800000190734863,6.800000190734863,6.050000190734863,6.340000152587891,6.340000152587891,390000,LUXH,0,1,0,0,1,2
11554,2024-01-10,6.369999885559082,6.429999828338623,5.699999809265137,5.710000038146973,5.710000038146973,313300,LUXH,0,1,0,0,1,2
11543,2023-12-22,5.170000076293945,5.559999942779541,5.03000020980835,5.199999809265137,5.199999809265137,267400,LUXH,0,1,0,0,1,2
11505,2023-10-30,4.050000190734863,4.289999961853027,3.910000085830689,4.070000171661377,4.070000171661377,175300,LUXH,1,0,0,0,1,2
11506,2023-10-31,4.070000171661377,4.070000171661377,3.759999990463257,4.054999828338623,4.054999828338623,122500,LUXH,1,0,0,0,1,2
11509,2023-11-03,4.539999961853027,4.670000076293945,4.409999847412109,4.420000076293945,4.420000076293945,102400,LUXH,0,1,0,0,1,2
11494,2023-10-13,4.070000171661377,4.570000171661377,4.070000171661377,4.360000133514404,4.360000133514404,286200,LUXH,0,0,0,1,1,2
1214,2023-11-27,8.260000228881836,8.34000015258789,8.079999923706055,8.149999618530273,8.149999618530273,376500,DESP,0,1,0,0,1,2
11619,2023-12-13,2.650000095367432,2.799999952316284,2.650000095367432,2.6600000858306885,2.6600000858306885,4600,ARMP,0,1,0,0,1,2
11620,2023-12-14,2.7100000381469727,2.799999952316284,2.4200000762939453,2.720000028610229,2.720000028610229,15300,ARMP,0,1,0,0,1,2
11621,2023-12-15,2.6700000762939453,2.700000047683716,2.400000095367432,2.400000095367432,2.400000095367432,16000,ARMP,0,1,0,0,1,2
11606,2023-11-24,2.140000104904175,2.2300000190734863,2.0299999713897705,2.0299999713897705,2.0299999713897705,6000,ARMP,1,0,0,0,1,2
11607,2023-11-27,2.0299999713897705,2.1700000762939453,2.0,2.0299999713897705,2.0299999713897705,10400,ARMP,1,0,0,0,1,2
11610,2023-11-30,2.119999885559082,2.190000057220459,2.0899999141693115,2.190000057220459,2.190000057220459,10700,ARMP,0,0,0,1,1,2
16654,2023-11-03,0.9919999837875366,1.190000057220459,0.9700000286102296,1.149999976158142,1.149999976158142,634200,MTC,0,0,0,1,1,2
16656,2023-11-07,1.1699999570846558,1.2200000286102295,1.1399999856948853,1.2200000286102295,1.2200000286102295,87900,MTC,0,0,0,1,1,2
16682,2023-12-14,0.8399999737739563,0.9100000262260436,0.8399999737739563,0.8519999980926514,0.8519999980926514,27800,MTC,1,0,0,0,1,2
11532,2023-12-07,4.820000171661377,5.25,4.679999828338623,4.690000057220459,4.690000057220459,479300,LUXH,1,0,0,0,1,2
11533,2023-12-08,4.659999847412109,4.880000114440918,4.443999767303467,4.489999771118164,4.489999771118164,123900,LUXH,1,0,0,0,1,2
16694,2024-01-03,0.9480000138282776,2.0,0.9100000262260436,1.809999942779541,1.809999942779541,9862800,MTC,0,1,0,1,0,2
16695,2024-01-04,1.7000000476837158,2.0899999141693115,1.6299999952316284,2.0799999237060547,2.0799999237060547,1623000,MTC,0,1,0,1,0,2
16696,2024-01-05,2.0,2.450000047683716,1.950000047683716,2.3499999046325684,2.3499999046325684,1099900,MTC,0,1,0,1,0,2
16698,2024-01-09,1.9299999475479128,2.400000095367432,1.9299999475479128,2.3499999046325684,2.3499999046325684,1310400,MTC,0,1,0,1,0,2
11618,2023-12-12,2.700000047683716,2.799999952316284,2.700000047683716,2.7100000381469727,2.7100000381469727,8600,ARMP,0,1,0,0,1,2
16684,2023-12-18,0.8560000061988831,0.8859999775886536,0.7129999995231628,0.7440000176429749,0.7440000176429749,228300,MTC,1,0,0,0,1,2
11582,2023-10-20,2.1700000762939453,2.1700000762939453,1.950000047683716,1.9800000190734863,1.9800000190734863,11900,ARMP,1,0,0,0,1,2
11584,2023-10-24,2.0,2.130000114440918,2.0,2.130000114440918,2.130000114440918,3100,ARMP,1,0,0,0,1,2
11585,2023-10-25,2.009999990463257,2.109999895095825,1.909999966621399,2.039999961853028,2.039999961853028,21600,ARMP,1,0,0,0,1,2
16687,2023-12-21,0.8899999856948853,0.9190000295639038,0.8799999952316284,0.8899999856948853,0.8899999856948853,14800,MTC,1,0,0,0,1,2
16688,2023-12-22,0.8899999856948853,0.9449999928474426,0.8799999952316284,0.8849999904632568,0.8849999904632568,30700,MTC,1,0,0,0,1,2
16692,2023-12-29,0.9200000166893004,1.100000023841858,0.8799999952316284,1.0,1.0,769600,MTC,0,1,0,0,1,2
16693,2024-01-02,0.9819999933242798,1.0299999713897705,0.9639999866485596,0.9700000286102296,0.9700000286102296,65800,MTC,0,1,0,0,1,2
1240,2024-01-04,8.930000305175781,9.5,8.864999771118164,9.329999923706056,9.329999923706056,519300,DESP,0,0,0,1,1,2
11499,2023-10-20,4.090000152587891,4.130000114440918,3.9600000381469727,4.050000190734863,4.050000190734863,127400,LUXH,1,0,0,0,1,2
11587,2023-10-27,2.069999933242798,2.0799999237060547,1.9900000095367432,2.059999942779541,2.059999942779541,4100,ARMP,1,0,0,0,1,2
11589,2023-10-31,2.359999895095825,2.359999895095825,2.180000066757202,2.25,2.25,3000,ARMP,0,1,0,0,1,2
11574,2023-10-10,2.4800000190734863,2.4800000190734863,2.2300000190734863,2.3499999046325684,2.3499999046325684,19400,ARMP,1,0,0,0,1,2
11579,2023-10-17,2.130000114440918,2.2799999713897705,2.0,2.130000114440918,2.130000114440918,12000,ARMP,1,0,0,0,1,2
11581,2023-10-19,2.0799999237060547,2.0899999141693115,1.950000047683716,1.9800000190734863,1.9800000190734863,5100,ARMP,1,0,0,0,1,2
11569,2023-10-03,2.7799999713897705,3.069999933242798,2.720000028610229,2.9100000858306885,2.9100000858306885,17600,ARMP,0,0,0,1,1,2
1216,2023-11-29,8.039999961853027,8.130000114440918,7.869999885559082,7.980000019073486,7.980000019073486,180900,DESP,0,1,0,0,1,2
1217,2023-11-30,8.0,8.093999862670898,7.829999923706055,7.980000019073486,7.980000019073486,373200,DESP,0,1,0,0,1,2
1220,2023-12-05,8.210000038146973,8.289999961853027,8.020000457763672,8.180000305175781,8.180000305175781,278400,DESP,0,1,0,0,1,2
26170,2023-11-16,0.0059000002220273,0.0059000002220273,0.0059000002220273,0.0059000002220273,0.0059000002220273,0,REGRF,1,0,0,0,1,2
26171,2023-11-17,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,2843,REGRF,1,0,0,0,1,2
26172,2023-11-20,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,0,REGRF,1,0,0,0,1,2
26150,2023-10-19,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,0.0078999996185302,1300,REGRF,1,0,0,0,1,2
26155,2023-10-26,0.0195000004023313,0.0280000008642673,0.0149999996647238,0.0280000008642673,0.0280000008642673,15970,REGRF,0,0,0,1,1,2
1204,2023-11-10,7.079999923706055,7.789999961853027,6.860000133514404,6.960000038146973,6.960000038146973,668400,DESP,0,1,0,0,1,2
1205,2023-11-13,6.920000076293945,7.210000038146973,6.75,6.880000114440918,6.880000114440918,377500,DESP,0,1,0,0,1,2
1192,2023-10-25,6.429999828338623,6.429999828338623,6.309999942779541,6.329999923706055,6.329999923706055,59500,DESP,1,0,0,0,1,2
1209,2023-11-17,7.880000114440918,8.199999809265137,7.869999885559082,8.039999961853027,8.039999961853027,165600,DESP,0,1,0,1,0,2
1210,2023-11-20,8.670000076293945,8.800000190734863,8.020000457763672,8.649999618530273,8.649999618530273,378000,DESP,0,1,0,1,0,2
1211,2023-11-21,8.510000228881836,8.520000457763672,8.109999656677246,8.1899995803833,8.1899995803833,194400,DESP,0,1,0,0,1,2
1212,2023-11-22,8.25,8.350000381469727,8.140000343322754,8.170000076293945,8.170000076293945,117500,DESP,0,1,0,0,1,2
1213,2023-11-24,8.15999984741211,8.25,8.069999694824219,8.149999618530273,8.149999618530273,115400,DESP,0,1,0,0,1,2
16666,2023-11-21,1.0,1.0299999713897705,0.9900000095367432,0.99099999666214,0.99099999666214,8600,MTC,1,0,0,0,1,2
16667,2023-11-22,0.9800000190734864,1.0199999809265137,0.9769999980926514,0.9800000190734864,0.9800000190734864,44200,MTC,1,0,0,0,1,2
11573,2023-10-09,2.619999885559082,2.650000095367432,2.400000095367432,2.4800000190734863,2.4800000190734863,21100,ARMP,1,0,0,0,1,2
16673,2023-12-01,1.100000023841858,1.125,1.0299999713897705,1.0299999713897705,1.0299999713897705,70800,MTC,0,1,0,0,1,2
1182,2023-10-11,7.039999961853027,7.110000133514404,6.920000076293945,6.960000038146973,6.960000038146973,89700,DESP,1,0,0,0,1,2
1183,2023-10-12,6.989999771118164,7.0,6.75600004196167,6.78000020980835,6.78000020980835,68600,DESP,1,0,0,0,1,2
1202,2023-11-08,7.340000152587891,7.400000095367432,6.960000038146973,6.989999771118164,6.989999771118164,177600,DESP,0,1,0,0,1,2
1203,2023-11-09,7.010000228881836,7.159999847412109,6.869999885559082,6.940000057220459,6.940000057220459,310000,DESP,0,1,0,0,1,2
16660,2023-11-13,1.0499999523162842,1.11899995803833,1.0199999809265137,1.0499999523162842,1.0499999523162842,117700,MTC,1,0,0,0,1,2
11614,2023-12-06,2.5,2.5999999046325684,2.5,2.5,2.5,29200,ARMP,0,1,0,0,1,2
11616,2023-12-08,2.700000047683716,2.700000047683716,2.5799999237060547,2.700000047683716,2.700000047683716,9300,ARMP,0,1,0,0,1,2
11617,2023-12-11,2.5899999141693115,2.5899999141693115,2.549999952316284,2.5899999141693115,2.5899999141693115,3500,ARMP,0,1,0,0,1,2
16662,2023-11-15,1.0399999618530271,1.0700000524520874,1.0299999713897705,1.0399999618530271,1.0399999618530271,112800,MTC,1,0,0,0,1,2
16663,2023-11-16,1.0299999713897705,1.031999945640564,0.9700000286102296,1.0049999952316284,1.0049999952316284,96400,MTC,1,0,0,0,1,2
16664,2023-11-17,0.9879999756813048,1.0499999523162842,0.9350000023841858,1.0299999713897705,1.0299999713897705,194100,MTC,1,0,0,0,1,2
16665,2023-11-20,0.9990000128746032,1.0299999713897705,0.9800000190734864,0.9900000095367432,0.9900000095367432,63800,MTC,1,0,0,0,1,2
16594,2023-12-07,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,5000,CNER,0,1,0,0,1,2
16595,2023-12-08,0.0350000001490116,0.0460000000894069,0.0350000001490116,0.0460000000894069,0.0460000000894069,23500,CNER,0,1,0,0,1,2
16596,2023-12-11,0.0350000001490116,0.0460000000894069,0.0350000001490116,0.0350000001490116,0.0350000001490116,31200,CNER,0,1,0,0,1,2
16582,2023-11-20,0.0240000002086162,0.025000000372529,0.0240000002086162,0.025000000372529,0.025000000372529,12500,CNER,1,0,0,0,1,2
16609,2023-12-29,0.0240000002086162,0.0299999993294477,0.0240000002086162,0.0299999993294477,0.0299999993294477,19100,CNER,1,0,0,0,1,2
16610,2024-01-02,0.0270000007003545,0.0270000007003545,0.0270000007003545,0.0270000007003545,0.0270000007003545,131300,CNER,1,0,0,0,1,2
16611,2024-01-03,0.0260000005364418,0.0260000005364418,0.0260000005364418,0.0260000005364418,0.0260000005364418,10000,CNER,1,0,0,0,1,2
16612,2024-01-04,0.0299999993294477,0.0299999993294477,0.0199999995529651,0.0209999997168779,0.0209999997168779,235900,CNER,1,0,0,0,1,2
11613,2023-12-05,2.900000095367432,2.900000095367432,2.5999999046325684,2.5999999046325684,2.5999999046325684,14700,ARMP,0,1,0,0,1,2
11598,2023-11-13,2.9200000762939453,2.9200000762939453,2.3299999237060547,2.4600000381469727,2.4600000381469727,9700,ARMP,0,1,0,0,1,2
11600,2023-11-15,2.789999961853028,2.789999961853028,2.0199999809265137,2.150000095367432,2.150000095367432,36700,ARMP,0,1,0,0,1,2
11601,2023-11-16,2.369999885559082,2.369999885559082,1.9600000381469729,2.009999990463257,2.009999990463257,12400,ARMP,0,1,0,0,1,2
16590,2023-12-01,0.0529999993741512,0.061999998986721,0.0260000005364418,0.0450000017881393,0.0450000017881393,48200,CNER,0,1,0,0,1,2
16591,2023-12-04,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,10700,CNER,0,1,0,0,1,2
16592,2023-12-05,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0,CNER,0,1,0,0,1,2
16593,2023-12-06,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0.0549999997019767,0,CNER,0,1,0,0,1,2
11603,2023-11-20,2.109999895095825,2.259999990463257,2.009999990463257,2.200000047683716,2.200000047683716,6300,ARMP,1,0,0,0,1,2
11604,2023-11-21,2.0,2.2799999713897705,2.0,2.130000114440918,2.130000114440918,4400,ARMP,1,0,0,0,1,2
11605,2023-11-22,2.009999990463257,2.2300000190734863,1.9299999475479128,2.0999999046325684,2.0999999046325684,36200,ARMP,1,0,0,0,1,2
11590,2023-11-01,2.369999885559082,2.470000028610229,2.119999885559082,2.289999961853028,2.289999961853028,20300,ARMP,0,1,0,0,1,2
11591,2023-11-02,2.400000095367432,2.400000095367432,2.289999961853028,2.289999961853028,2.289999961853028,1900,ARMP,0,1,0,0,1,2
11592,2023-11-03,2.299999952316284,2.299999952316284,2.059999942779541,2.1700000762939453,2.1700000762939453,4500,ARMP,0,1,0,0,1,2
11593,2023-11-06,2.220000028610229,2.4200000762939453,2.220000028610229,2.299999952316284,2.299999952316284,6900,ARMP,0,1,0,0,1,2
11594,2023-11-07,2.6700000762939453,2.6700000762939453,2.1700000762939453,2.390000104904175,2.390000104904175,21300,ARMP,0,1,0,0,1,2
16674,2023-12-04,1.0800000429153442,1.1039999723434448,1.0,1.0499999523162842,1.0499999523162842,66700,MTC,0,1,0,0,1,2
16675,2023-12-05,1.0499999523162842,1.1449999809265137,1.0390000343322754,1.090000033378601,1.090000033378601,59900,MTC,0,1,0,0,1,2
11635,2024-01-08,3.049999952316284,3.359999895095825,3.049999952316284,3.0999999046325684,3.0999999046325684,13700,ARMP,0,1,0,0,1,2
11637,2024-01-10,3.140000104904175,3.900000095367432,3.140000104904175,3.740000009536743,3.740000009536743,102900,ARMP,0,1,0,1,0,2
11627,2023-12-26,2.319999933242798,2.3399999141693115,2.220000028610229,2.319999933242798,2.319999933242798,22900,ARMP,1,0,0,0,1,2
16639,2023-10-13,0.4900000095367431,0.5899999737739563,0.4799999892711639,0.5899999737739563,0.5899999737739563,19700,MTC,0,0,0,1,1,2
11595,2023-11-08,2.289999961853028,2.630000114440918,2.2100000381469727,2.2100000381469727,2.2100000381469727,8700,ARMP,0,1,0,0,1,2
11634,2024-01-05,3.0299999713897705,3.289999961853028,2.789999961853028,3.109999895095825,3.109999895095825,44200,ARMP,0,1,0,0,1,2
26175,2023-11-24,0.0100999996066093,0.0100999996066093,0.0100999996066093,0.0100999996066093,0.0100999996066093,0,REGRF,0,1,0,0,1,2
26177,2023-11-28,0.016499999910593,0.016499999910593,0.016499999910593,0.016499999910593,0.016499999910593,5550,REGRF,0,1,0,0,1,2
1184,2023-10-13,6.760000228881836,6.78000020980835,6.639999866485596,6.659999847412109,6.659999847412109,74300,DESP,1,0,0,0,1,2
1187,2023-10-18,6.849999904632568,6.880000114440918,6.71999979019165,6.71999979019165,6.71999979019165,102200,DESP,1,0,0,0,1,2
1188,2023-10-19,6.650000095367432,6.679999828338623,6.420000076293945,6.519999980926514,6.519999980926514,152100,DESP,1,0,0,0,1,2
1189,2023-10-20,6.46999979019165,6.539999961853027,6.440000057220459,6.510000228881836,6.510000228881836,113600,DESP,1,0,0,0,1,2
1137,2023-12-05,0.0860000029206276,0.0860000029206276,0.0860000029206276,0.0860000029206276,0.0860000029206276,29500,CYFRF,0,1,0,0,1,2
1138,2023-12-06,0.0750000029802322,0.0750000029802322,0.0750000029802322,0.0750000029802322,0.0750000029802322,50000,CYFRF,0,1,0,0,1,2
26179,2023-11-30,0.0100999996066093,0.0100999996066093,0.0100999996066093,0.0100999996066093,0.0100999996066093,0,REGRF,0,1,0,0,1,2
26180,2023-12-01,0.0100999996066093,0.0230000000447034,0.0100999996066093,0.0149999996647238,0.0149999996647238,233768,REGRF,0,1,0,0,1,2
