Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date,Screener
BYROF,Byron Energy Limited,0.065,-0.075,-53.57,500000,27608,67619000,2024-02-08T06:17:57.624939,Loosers
GUELF,Global Uranium and Enrichment Limited,0.1158,-0.0342,-22.77,1000,148862,24582000,2024-02-08T06:17:57.624939,Loosers
ANTMF,Antilles Gold Limited,0.025,-0.007,-21.88,15100,14523,21460000,2024-02-08T06:17:57.624939,Loosers
CETY,"Clean Energy Technologies, Inc.",0.535,-0.145,-21.32,199158,20928,20952000,2024-02-08T06:17:57.624939,Loosers
KULR,"KULR Technology Group, Inc.",0.1329,-0.0351,-20.89,5036000,1166000,17594000,2024-02-08T06:17:57.624939,Loosers
USDP,USD Partners LP,0.25,-0.3,-54.55,602510,110051,8444000,2024-02-08T06:17:57.624939,Loosers
ASST,Asset Entities Inc.,0.6,-0.18,-23.08,800128,1756000,8415000,2024-02-08T06:17:57.624939,Loosers
CANN,Trees Corporation,0.0651,-0.0215,-24.83,86646,93393,7725000,2024-02-08T06:17:57.624939,Loosers
WEWKQ,WeWork Inc.,0.13,-0.17,-56.67,16402,330790,6859000,2024-02-08T06:17:57.624939,Loosers
SEVCQ,Sono Group N.V.,0.06,-0.021,-25.93,173063,129598,6520000,2024-02-08T06:17:57.624939,Loosers
SCYYF,Scandium International Mining Corp.,0.015,-0.0149,-49.83,5000,38481,5338000,2024-02-08T06:17:57.624939,Loosers
SUNW,"Sunworks, Inc.",0.056,-0.031,-35.63,35926000,4723000,3180000,2024-02-08T06:17:57.624939,Loosers
TKOI,"Telkonet, Inc.",0.0102,-0.0034,-25.0,75100,154025,3052000,2024-02-08T06:17:57.624939,Loosers
ERAO,"Energy Revenue America, Inc.",0.013,-0.005,-27.78,13314,10547,2601000,2024-02-08T06:17:57.624939,Loosers
NSTG,"NanoString Technologies, Inc.",0.0532,-0.0385,-41.98,25695000,3290000,2560000,2024-02-08T06:17:57.624939,Loosers
VSST,"Voice Assist, Inc.",0.0103,-0.0082,-44.32,7500,13585,2482000,2024-02-08T06:17:57.624939,Loosers
LOMEF,Lithium One Metals Inc.,0.0247,-0.0303,-55.09,23963,18695,2696000,2024-02-08T06:17:57.624939,Loosers
ZPHYF,Zephyr Minerals Ltd.,0.0242,-0.0062,-20.53,21321,28211,2226000,2024-02-08T06:17:57.624939,Loosers
NIMU,"Non-Invasive Monitoring Systems, Inc.",0.0112,-0.0086,-43.43,100000,13396,1734000,2024-02-08T06:17:57.624939,Loosers
JUBAF,Majuba Hill Copper Corp.,0.023,-0.0081,-26.05,349760,52290,1766000,2024-02-08T06:17:57.624939,Loosers
BIOL,"BIOLASE, Inc.",0.37,-0.1471,-28.45,1093000,208526,1264000,2024-02-08T06:17:57.624939,Loosers
PEGY,Pineapple Energy Inc.,0.1017,-0.0457,-31.0,39822000,868270,1038000,2024-02-08T06:17:57.624939,Loosers
ATHXQ,"Athersys, Inc.",0.0166,-0.0044,-20.95,616153,2112000,1025000,2024-02-08T06:17:57.624939,Loosers
ASAP,Waitr Holdings Inc.,0.0712,-0.0192,-21.24,34578,55079,964425,2024-02-08T06:17:57.624939,Loosers
EVLO,"Evelo Biosciences, Inc.",0.04,-0.01,-20.0,7656,542011,759312,2024-02-08T06:17:57.624939,Loosers
NXEN,"Nexien BioPharma, Inc.",0.011,-0.0155,-58.49,16279,11885,717994,2024-02-08T06:17:57.624939,Loosers
GEMSF,Infinity Stone Ventures Corp.,0.015,-0.004,-21.05,8562,106909,824604,2024-02-08T06:17:57.624939,Loosers
VISM,"Visium Technologies, Inc.",0.0119,-0.003,-20.15,5688000,409607,540760,2024-02-08T06:17:57.624939,Loosers
SRAX,"SRAX, Inc.",0.015,-0.01,-40.0,1567,24276,441582,2024-02-08T06:17:57.624939,Loosers
MFLTY,Missfresh Limited,0.0307,-0.0593,-65.89,2795,26676,249991,2024-02-08T06:17:57.624939,Loosers
AUDAQ,"Audacy, Inc.",0.0452,-0.0242,-34.87,59521,38624,213777,2024-02-08T06:17:57.624939,Loosers
IVRN,Innoveren Scientific Inc.,0.05,-0.025,-33.33,22617,24671,35636,2024-02-08T06:17:57.624939,Loosers
DMKPQ,DMK Pharmaceuticals Corporation,0.129,-0.103,-44.4,1775000,3626000,0,2024-02-08T06:17:57.624939,Loosers
PACVD,,0.0114,-0.0086,-43.0,12995,100971,0,2024-02-08T06:17:57.624939,Loosers
ISPOW,Inspirato Incorporated,0.0122,-0.005,-29.07,5150,50155,0,2024-02-08T06:17:57.624939,Loosers
LIBYW,Liberty Resources Acquisition Corp.,0.015,0.0,0.0,4,19228,0,2024-02-08T06:17:57.624939,Loosers
FRCML,First Republic Bank,0.03,-0.02,-40.0,20115,238651,0,2024-02-08T06:17:57.624939,Loosers
CANOQ,"Cano Health, Inc.",0.2888,-0.5512,-65.62,734637,336656,0,2024-02-08T06:17:57.624939,Loosers
BBUZ,Bebuzee Inc.,0.117,-0.043,-26.87,20290,25693,83245000,2024-02-21T06:17:28.853920,Loosers
FBRKF,FBR Limited,0.0152,-0.0044,-22.45,258478,52468,67508000,2024-02-21T06:17:28.853920,Loosers
NSGP,"NewStream Energy Technologies Group, Inc.",0.08,-0.04,-33.33,56935,12471,29311000,2024-02-21T06:17:28.853920,Loosers
CETI,"Cyber Enviro-Tech, Inc.",0.2,-0.088,-30.56,7547,25755,23648000,2024-02-21T06:17:28.853920,Loosers
WNDW,"SolarWindow Technologies, Inc.",0.37,-0.11,-22.92,7660,23074,19683000,2024-02-21T06:17:28.853920,Loosers
ANTMF,Antilles Gold Limited,0.02,-0.019,-48.72,368785,18139,17168000,2024-02-21T06:17:28.853920,Loosers
BNZI,"Banzai International, Inc.",0.97,-0.33,-25.38,190826,1387000,14233000,2024-02-21T06:17:28.853920,Loosers
ELWS,"Earlyworks Co., Ltd",0.7129,-0.2617,-26.85,499686,1376000,10722000,2024-02-21T06:17:28.853920,Loosers
ZCMD,Zhongchao Inc.,0.4,-0.1059,-20.93,59795,24022,10412000,2024-02-21T06:17:28.853920,Loosers
BFX,BowFlex Inc.,0.2799,-0.0701,-20.03,1556000,268359,10178000,2024-02-21T06:17:28.853920,Loosers
BTTX,"Better Therapeutics, Inc.",0.1696,-0.0489,-22.38,13726000,1886000,9246000,2024-02-21T06:17:28.853920,Loosers
BMXI,Brookmount Explorations Inc.,0.08,-0.0242,-23.22,2184000,469274,8214000,2024-02-21T06:17:28.853920,Loosers
OST,"Ostin Technology Group Co., Ltd.",0.5501,-0.1389,-20.16,6924000,122462,7705000,2024-02-21T06:17:28.853920,Loosers
RDUFF,Radius Gold Inc.,0.0681,-0.0319,-31.9,4200,21471,9177000,2024-02-21T06:17:28.853920,Loosers
LCCN,LeapCharger Corporation,1.0,-1.1,-52.38,165252,167103,10912000,2024-02-21T06:17:28.853920,Loosers
NSTG,"NanoString Technologies, Inc.",0.1053,0.0,0.0,22234000,18322000,5067000,2024-02-21T06:17:28.853920,Loosers
UUSAF,Kraken Energy Corp.,0.08,-0.0238,-22.93,1542000,194146,4349000,2024-02-21T06:17:28.853920,Loosers
WEWKQ,WeWork Inc.,0.07,-0.13,-65.0,5207,89555,3693000,2024-02-21T06:17:28.853920,Loosers
SUNW,"Sunworks, Inc.",0.06,-0.0408,-40.48,31501000,15525000,3407000,2024-02-21T06:17:28.853920,Loosers
OMID,"OMID Holdings, Inc.",0.0301,-0.0127,-29.59,13000,23826,2900000,2024-02-21T06:17:28.853920,Loosers
CRDV,Community Redevelopment Inc.,0.0312,-0.0488,-61.0,2000,24711,2684000,2024-02-21T06:17:28.853920,Loosers
CINGF,Coinsilium Group Limited,0.015,-0.0096,-39.02,23800,53544,2621000,2024-02-21T06:17:28.853920,Loosers
ATMGF,Atco Mining Inc.,0.055,-0.0176,-24.24,298150,51202,2593000,2024-02-21T06:17:28.853920,Loosers
SIEN,"Sientra, Inc.",0.214,-0.0898,-29.56,4057000,2383000,2559000,2024-02-21T06:17:28.853920,Loosers
NRHI,Natural Resource Holdings Inc.,0.4,-0.12,-23.08,1210,29010,2284000,2024-02-21T06:17:28.853920,Loosers
TIRX,Tian Ruixiang Holdings Ltd,0.6493,-0.2007,-23.61,434999,255825,2126000,2024-02-21T06:17:28.853920,Loosers
TRYPF,Tryp Therapeutics Inc.,0.0151,-0.0074,-32.89,154444,44292,2857000,2024-02-21T06:17:28.853920,Loosers
CNNN,ConneXionONE Corp.,0.02,-0.039,-66.1,11000,10920,1437000,2024-02-21T06:17:28.853920,Loosers
SPEYF,Spey Resources Corp.,0.011,-0.0038,-25.68,443,52926,1233000,2024-02-21T06:17:28.853920,Loosers
REOS,ReoStar Energy Corp.,0.0136,-0.0054,-28.42,1946,41603,1098000,2024-02-21T06:17:28.853920,Loosers
PSYBF,PsyBio Therapeutics Corp.,0.0128,-0.007,-35.35,800,23686,1035000,2024-02-21T06:17:28.853920,Loosers
NEWDF,Newfoundland Discovery Corp.,0.01,-0.0034,-25.6,1266,35430,1030000,2024-02-21T06:17:28.853920,Loosers
CSUI,Cannabis Suisse Corp.,0.021,-0.0056,-21.05,27650,17515,971355,2024-02-21T06:17:28.853920,Loosers
GBUX,"GivBux, Inc.",0.4,-0.15,-27.27,2007,13258,1300000,2024-02-21T06:17:28.853920,Loosers
CBDS,"Cannabis Sativa, Inc.",0.0105,-0.0027,-20.68,426672,324970,761857,2024-02-21T06:17:28.853920,Loosers
MYCOF,Mydecine Innovations Group Inc.,0.012,-0.0042,-25.96,683,34328,628181,2024-02-21T06:17:28.853920,Loosers
SRAX,"SRAX, Inc.",0.011,-0.019,-63.33,168,24592,323826,2024-02-21T06:17:28.853920,Loosers
MEDVF,Medivolve Inc.,0.0104,-0.0046,-30.48,275,18015,501604,2024-02-21T06:17:28.853920,Loosers
CNVT,CVF Technologies Corporation,0.022,-0.0084,-27.63,2300,30917,313946,2024-02-21T06:17:28.853920,Loosers
NOGNQ,"Nogin, Inc.",0.014,-0.0036,-20.23,69725,686135,158036,2024-02-21T06:17:28.853920,Loosers
HCDIQ,"Harbor Custom Development, Inc.",0.0453,-0.0308,-40.49,42849,1670000,105494,2024-02-21T06:17:28.853920,Loosers
KSPN,Kaspien Holdings Inc.,0.012,-0.0049,-28.99,53847,17156,59636,2024-02-21T06:17:28.853920,Loosers
SUNWQ,"Sunworks, Inc.",0.0185,-0.0105,-36.21,2805000,75880000,0,2024-02-21T06:17:28.853920,Loosers
NUKKW,Nukkleus Inc.,0.0301,-0.017,-36.09,18460,38911,330459000,2024-02-10T06:16:29.343203,Loosers
VIOT,"Viomi Technology Co., Ltd",0.772,-0.238,-23.56,393722,116703,53038000,2024-02-10T06:16:29.343203,Loosers
SRAFF,Sandfire Resources America Inc.,0.0501,-0.0176,-26.0,92283,113308,51270000,2024-02-10T06:16:29.343203,Loosers
NVAAF,Nova Minerals Limited,0.22,-0.11,-33.33,3000,22825,46396000,2024-02-10T06:16:29.343203,Loosers
MLGO,MicroAlgo Inc.,0.6261,-0.4139,-39.8,20604000,7528000,37320000,2024-02-10T06:16:29.343203,Loosers
EMKR,EMCORE Corporation,0.382,-0.2468,-39.25,4990000,632129,29530000,2024-02-10T06:16:29.343203,Loosers
RNLX,Renalytix Plc,0.3811,-0.1603,-29.61,1671000,284856,19042000,2024-02-10T06:16:29.343203,Loosers
EGOX,Next.e.GO N.V.,0.172,-0.078,-31.2,28752000,364898,16234000,2024-02-10T06:16:29.343203,Loosers
CURO,CURO Group Holdings Corp.,0.25,-0.09,-26.47,1324000,99785,10325000,2024-02-10T06:16:29.343203,Loosers
SFE,"Safeguard Scientifics, Inc.",0.455,-0.197,-30.21,887408,77932,7542000,2024-02-10T06:16:29.343203,Loosers
ASXSF,Elysee Development Corp.,0.1844,-0.0606,-24.73,204525,15983,5281000,2024-02-10T06:16:29.343203,Loosers
BWVI,"Blue Water Ventures International, Inc.",0.013,-0.0119,-47.79,1163000,110757,3337000,2024-02-10T06:16:29.343203,Loosers
NRRSF,Norsemont Mining Inc.,0.056,-0.019,-25.33,2040,32080,3331000,2024-02-10T06:16:29.343203,Loosers
TGGLF,Toggle3D.ai Inc.,0.1,-0.0358,-26.39,13194,18892,2887000,2024-02-10T06:16:29.343203,Loosers
JUBAF,Majuba Hill Copper Corp.,0.021,-0.0099,-32.04,62780,52767,1430000,2024-02-10T06:16:29.343203,Loosers
RFMCF,Refined Metals Corp.,0.0205,-0.0445,-68.46,45144,10878,1174000,2024-02-10T06:16:29.343203,Loosers
AQSZF,Aequus Pharmaceuticals Inc.,0.0114,-0.0032,-21.92,404000,25757,1538000,2024-02-10T06:16:29.343203,Loosers
FRBK,"Republic First Bancorp, Inc.",0.0213,-0.0103,-32.59,12814,107650,1500000,2024-02-10T06:16:29.343203,Loosers
CNNN,ConneXionONE Corp.,0.019,-0.04,-67.8,900,10077,1365000,2024-02-10T06:16:29.343203,Loosers
NEWDF,Newfoundland Discovery Corp.,0.0141,-0.0052,-26.82,46608,33945,1310000,2024-02-10T06:16:29.343203,Loosers
CGNSF,Cognetivity Neurosciences Ltd.,0.011,-0.004,-26.67,36333,97166,985474,2024-02-10T06:16:29.343203,Loosers
ROVMF,Rover Critical Minerals Corp.,0.0185,-0.0066,-26.27,16666,29516,973070,2024-02-10T06:16:29.343203,Loosers
SIGL,"Signal Advance, Inc.",0.071,-0.024,-25.26,7930,10701,742667,2024-02-10T06:16:29.343203,Loosers
GIGA,Giga-tronics Incorporated,0.11,-0.0595,-35.1,2004,15016,652476,2024-02-10T06:16:29.343203,Loosers
CAPC,"Capstone Companies, Inc.",0.011,-0.0054,-32.93,118994,41420,537095,2024-02-10T06:16:29.343203,Loosers
DGWR,"Deep Green Waste & Recycling, Inc.",0.025,-0.015,-37.5,400,12452,220365,2024-02-10T06:16:29.343203,Loosers
AUDAQ,"Audacy, Inc.",0.0456,-0.0238,-34.29,43055,39160,215669,2024-02-10T06:16:29.343203,Loosers
LQWC,LifeQuest World Corporation,0.015,-0.0075,-33.33,267618,43648,200790,2024-02-10T06:16:29.343203,Loosers
KOMOF,Komo Plant Based Foods Inc.,0.0104,-0.0066,-39.0,21060,12684,121293,2024-02-10T06:16:29.343203,Loosers
VAGNF,Vegano Foods Inc.,0.01,-0.005,-33.33,7600,26116,87024,2024-02-10T06:16:29.343203,Loosers
DMKPQ,DMK Pharmaceuticals Corporation,0.0461,-0.0339,-42.37,784639,3039000,0,2024-02-10T06:16:29.343203,Loosers
NTMFF,Neotech Metals Corp.,0.32,-0.08,-20.0,5795,171116,0,2024-02-10T06:16:29.343203,Loosers
SIRCD,Solar Integrated Roofing Corporation,0.0167,-0.0063,-27.61,4196000,55458000,0,2024-02-10T06:16:29.343203,Loosers
LIBYW,Liberty Resources Acquisition Corp.,0.0155,-0.0044,-22.11,2706,19045,0,2024-02-10T06:16:29.343203,Loosers
FRCML,First Republic Bank,0.02,-0.01,-33.33,601,224418,0,2024-02-10T06:16:29.343203,Loosers
SIVPQ,SVB Financial Group,0.3,-0.095,-24.05,2125,95963,0,2024-02-10T06:16:29.343203,Loosers
DTLAP,Brookfield DTLA Fund Office Trust Investor Inc.,0.0565,-0.0435,-43.5,900,16263,0,2024-02-10T06:16:29.343203,Loosers
FRCHL,First Republic Bank,0.02,-0.06,-75.0,426,79546,0,2024-02-10T06:16:29.343203,Loosers
AGEN,Agenus Inc.,0.6538,-0.2741,-29.54,44052000,10854000,249421000,2024-02-16T06:17:09.589174,Loosers
WLMTF,Wuling Motors Holdings Limited,0.0369,-0.0149,-28.76,21000,15962,130773000,2024-02-16T06:17:09.589174,Loosers
QMCO,Quantum Corporation,0.4901,-0.192,-28.15,2422000,559820,46579000,2024-02-16T06:17:09.589174,Loosers
RNLX,Renalytix Plc,0.7853,-0.4247,-35.1,2235000,1314000,57235000,2024-02-16T06:17:09.589174,Loosers
FCUV,Focus Universal Inc.,0.524,-0.136,-20.61,675381,62240,33967000,2024-02-16T06:17:09.589174,Loosers
CETY,"Clean Energy Technologies, Inc.",0.7316,-0.3484,-32.26,1460000,700906,28666000,2024-02-16T06:17:09.589174,Loosers
UPXI,"Upexi, Inc.",0.97,-0.41,-29.71,689249,90695,19698000,2024-02-16T06:17:09.589174,Loosers
BFX,BowFlex Inc.,0.407,-0.116,-22.18,1823000,219401,14799000,2024-02-16T06:17:09.589174,Loosers
ELWS,"Earlyworks Co., Ltd",0.93,-0.38,-29.01,2272000,1295000,13987000,2024-02-16T06:17:09.589174,Loosers
TVIPF,TVI Pacific Inc.,0.0128,-0.0065,-33.68,22300,12447,10762000,2024-02-16T06:17:09.589174,Loosers
TGL,Treasure Global Inc.,0.0865,-0.0723,-45.53,27440000,6955000,5989000,2024-02-16T06:17:09.589174,Loosers
DROR,"Dror Ortho-Design, Inc.",0.011,-0.0083,-43.01,127176,24671,5450000,2024-02-16T06:17:09.589174,Loosers
TBRIF,Therma Bright Inc.,0.0146,-0.004,-21.51,450004,47201,4666000,2024-02-16T06:17:09.589174,Loosers
GMVDF,G Medical Innovations Holdings Ltd,0.015,-0.005,-25.0,30649,53225,3899000,2024-02-16T06:17:09.589174,Loosers
KCRD,"Kindcard, Inc.",0.037,-0.011,-22.92,130330,37915,3632000,2024-02-16T06:17:09.589174,Loosers
GLFH,"Galenfeha, Inc.",0.029,-0.031,-51.67,29999,17481,7196000,2024-02-16T06:17:09.589174,Loosers
SUNW,"Sunworks, Inc.",0.06,-0.0408,-40.48,31501000,15119000,3407000,2024-02-16T06:17:09.589174,Loosers
VFRM,"Veritas Farms, Inc.",0.02,-0.0077,-27.8,32503,11686,3278000,2024-02-16T06:17:09.589174,Loosers
CYAN,Cyanotech Corporation,0.4534,-0.1316,-22.5,291291,14745,3122000,2024-02-16T06:17:09.589174,Loosers
GRMC,Goldrich Mining Company,0.0123,-0.0087,-41.43,349466,26084,2418000,2024-02-16T06:17:09.589174,Loosers
NRHI,Natural Resource Holdings Inc.,0.4,-0.74,-64.91,3376,28519,2284000,2024-02-16T06:17:09.589174,Loosers
THCBF,THC Biomed Intl Ltd.,0.0121,-0.0039,-24.06,10336,19406,2422000,2024-02-16T06:17:09.589174,Loosers
TRYPF,Tryp Therapeutics Inc.,0.0138,-0.0195,-58.56,180850,40505,2848000,2024-02-16T06:17:09.589174,Loosers
XBRAF,Xebra Brands Ltd.,0.021,-0.007,-25.0,264,12386,1208000,2024-02-16T06:17:09.589174,Loosers
FRBK,"Republic First Bancorp, Inc.",0.0226,-0.0074,-24.67,3001,103105,1591000,2024-02-16T06:17:09.589174,Loosers
AJOY,Ayujoy Herbals Ltd.,0.023,-0.0089,-27.9,20000,21546,1429000,2024-02-16T06:17:09.589174,Loosers
BXRX,"Baudax Bio, Inc.",0.0222,-0.0058,-20.71,2508000,525113,967766,2024-02-16T06:17:09.589174,Loosers
BLIS,"Treasure & Shipwreck Recovery, Inc.",0.0117,-0.0043,-26.88,882567,374976,641204,2024-02-16T06:17:09.589174,Loosers
GEMSF,Infinity Stone Ventures Corp.,0.0114,-0.0036,-24.0,2350,103169,657417,2024-02-16T06:17:09.589174,Loosers
MEDVF,Medivolve Inc.,0.015,-0.008,-34.96,20000,17618,404207,2024-02-16T06:17:09.589174,Loosers
CNBX,CNBX Pharmaceuticals Inc.,0.0125,-0.0055,-30.56,591762,270150,388892,2024-02-16T06:17:09.589174,Loosers
HCDIQ,"Harbor Custom Development, Inc.",0.063,-0.0218,-25.68,3460,1665000,146747,2024-02-16T06:17:09.589174,Loosers
FZRO,CS Diagnostics Corp.,0.15,-0.05,-25.0,300,10330,40586,2024-02-16T06:17:09.589174,Loosers
BFCH,"BitFrontier Capital Holdings, Inc.",0.013,-0.0068,-34.34,1742000,702526,1795,2024-02-16T06:17:09.589174,Loosers
NTMFF,Neotech Metals Corp.,0.32,-0.13,-28.89,10254,169130,0,2024-02-16T06:17:09.589174,Loosers
RFMCD,Refined Metals Corp,0.0469,-0.1131,-70.69,1556,11746,0,2024-02-16T06:17:09.589174,Loosers
NUKKW,Nukkleus Inc.,0.036,-0.0101,-21.91,298748,56609,406832000,2024-01-26T06:17:34.119377,Loosers
EGRNQ,China Evergrande Group,0.0201,-0.0099,-33.0,10800,37459,265406000,2024-01-26T06:17:34.119377,Loosers
FBRKF,FBR Limited,0.0237,-0.0062,-20.83,65500,43488,94405000,2024-01-26T06:17:34.119377,Loosers
AKTS,"Akoustis Technologies, Inc.",0.543,-0.1616,-22.94,5433000,678365,41052000,2024-01-26T06:17:34.119377,Loosers
FAZE,FaZe Holdings Inc.,0.2585,-0.0895,-25.72,9949000,5693000,20034000,2024-01-26T06:17:34.119377,Loosers
SRNW,Stratos Renewables Corporation,0.298,-0.102,-25.5,480751,60837,14604000,2024-01-26T06:17:34.119377,Loosers
RDHL,RedHill Biopharma Ltd.,0.6496,-0.4304,-39.85,19389000,9655000,12781000,2024-01-26T06:17:34.119377,Loosers
WEWKQ,WeWork Inc.,0.21,-0.14,-40.0,319085,1042000,11079000,2024-01-26T06:17:34.119377,Loosers
VSME,VS MEDIA Holdings Limited,0.487,-0.162,-24.96,5282000,1860000,10714000,2024-01-26T06:17:34.119377,Loosers
RFLXF,Reflex Advanced Materials Corp.,0.1471,-0.0458,-23.75,2506,26454,8938000,2024-01-26T06:17:34.119377,Loosers
SEVCQ,Sono Group N.V.,0.076,-0.019,-20.0,37505,124545,8259000,2024-01-26T06:17:34.119377,Loosers
MYRUF,Myriad Uranium Corp.,0.2127,-0.0559,-20.81,111076,39691,8078000,2024-01-26T06:17:34.119377,Loosers
ACDXF,American Copper Development Corporation,0.0549,-0.0351,-39.0,13001,20512,5050000,2024-01-26T06:17:34.119377,Loosers
IONGF,Lithium ION Energy Ltd.,0.083,-0.0285,-25.56,4068,14263,6284000,2024-01-26T06:17:34.119377,Loosers
APETF,AlphaGen Intelligence Corp.,0.055,-0.032,-36.78,5050,13735,5017000,2024-01-26T06:17:34.119377,Loosers
VQSSF,VIQ Solutions Inc.,0.1152,-0.0507,-30.56,5621,29546,6939000,2024-01-26T06:17:34.119377,Loosers
PKTX,"ProtoKinetix, Incorporated",0.014,-0.0037,-20.9,512614,95408,4744000,2024-01-26T06:17:34.119377,Loosers
SBIG,"SpringBig Holdings, Inc.",0.0901,-0.0544,-37.65,83679,45140,3969000,2024-01-26T06:17:34.119377,Loosers
DECXF,Decade Resources Ltd.,0.04,-0.06,-60.0,1366000,58608,3929000,2024-01-26T06:17:34.119377,Loosers
SOLCF,SOL Global Investments Corp.,0.0608,-0.017,-21.85,78500,20960,3310000,2024-01-26T06:17:34.119377,Loosers
ATAO,Altair International Corp.,0.103,-0.04,-27.97,30916,47973,2543000,2024-01-26T06:17:34.119377,Loosers
LOMEF,Lithium One Metals Inc.,0.0275,-0.013,-32.1,6026,21642,3586000,2024-01-26T06:17:34.119377,Loosers
INBS,Intelligent Bio Solutions Inc.,0.2251,-0.0699,-23.69,3863000,8306000,1966000,2024-01-26T06:17:34.119377,Loosers
SGGTF,Signature Resources Ltd.,0.0174,-0.0046,-20.91,25000,56827,1973000,2024-01-26T06:17:34.119377,Loosers
UBMRF,Urbanimmersive Inc.,0.022,-0.017,-43.59,630200,17938,1604000,2024-01-26T06:17:34.119377,Loosers
CGNSF,Cognetivity Neurosciences Ltd.,0.0139,-0.0042,-23.07,3000,110683,1249000,2024-01-26T06:17:34.119377,Loosers
SVTNF,Lodestar Battery Metals Corp.,0.0183,-0.0049,-21.05,1250,13994,983310,2024-01-26T06:17:34.119377,Loosers
INUMF,Infinitum Copper Corp.,0.0103,-0.0054,-34.52,10000,52191,753914,2024-01-26T06:17:34.119377,Loosers
MEDVF,Medivolve Inc.,0.0149,-0.0039,-20.74,38034,17529,501928,2024-01-26T06:17:34.119377,Loosers
GTGEF,G2 Energy Corp.,0.01,-0.015,-60.0,500000,16463,646382,2024-01-26T06:17:34.119377,Loosers
SRAX,"SRAX, Inc.",0.0102,-0.0198,-66.0,150,24318,300275,2024-01-26T06:17:34.119377,Loosers
MFLTY,Missfresh Limited,0.0314,-0.0586,-65.11,3901,28546,255691,2024-01-26T06:17:34.119377,Loosers
AUDAQ,"Audacy, Inc.",0.0508,-0.0158,-23.72,3676,35949,240264,2024-01-26T06:17:34.119377,Loosers
HCDIQ,"Harbor Custom Development, Inc.",0.0999,-0.0526,-34.49,21416,1684000,232699,2024-01-26T06:17:34.119377,Loosers
BBIG,"Vinco Ventures, Inc.",0.012,-0.008,-40.0,2600,30983,156000,2024-01-26T06:17:34.119377,Loosers
ATRX,"Adhera Therapeutics, Inc.",0.016,-0.009,-36.0,153095,230995,115534,2024-01-26T06:17:34.119377,Loosers
ALTUW,Altitude Acquisition Corp.,0.0151,-0.0159,-51.29,2000,18400,0,2024-01-26T06:17:34.119377,Loosers
FRCCL,First Republic Bank,0.042,-0.0201,-32.35,22288,256289,0,2024-01-26T06:17:34.119377,Loosers
BKKT,"Bakkt Holdings, Inc.",0.8655,-0.5845,-40.31,28470000,4361000,79132000,2024-02-09T06:17:13.842033,Loosers
NEVDF,Nevada Copper Corp.,0.0563,-0.0237,-29.61,1548000,128371,78808000,2024-02-09T06:17:13.842033,Loosers
NASO,"Naples Soap Company, Inc.",0.019,-0.0109,-36.45,727018,83641,28311000,2024-02-09T06:17:13.842033,Loosers
MRDB,MariaDB plc,0.3745,-0.0955,-20.32,1700000,722766,25372000,2024-02-09T06:17:13.842033,Loosers
TETOF,Tectonic Metals Inc.,0.0615,-0.0351,-36.32,4174000,504230,20322000,2024-02-09T06:17:13.842033,Loosers
EOSS,"EOS, Inc.",0.08,-0.42,-84.0,1062000,26630,16383000,2024-02-09T06:17:13.842033,Loosers
FRCB,First Republic Bank,0.07,-0.03,-30.0,170251,1032000,13035000,2024-02-09T06:17:13.842033,Loosers
SRNEQ,"Sorrento Therapeutics, Inc.",0.0225,-0.015,-40.0,4714000,3062000,12404000,2024-02-09T06:17:13.842033,Loosers
ALRTF,ALR Technologies Inc.,0.0204,-0.0095,-31.84,24500,54341,11249000,2024-02-09T06:17:13.842033,Loosers
CECAF,CanAsia Energy Corp.,0.06,-0.023,-27.71,13500,22375,6768000,2024-02-09T06:17:13.842033,Loosers
RFLXF,Reflex Advanced Materials Corp.,0.108,-0.0286,-20.94,3906,23887,8348000,2024-02-09T06:17:13.842033,Loosers
BWMG,"Brownie's Marine Group, Inc.",0.0124,-0.0038,-23.46,100129,28719,5446000,2024-02-09T06:17:13.842033,Loosers
GDVM,"VeeMost Technologies Holdings, Inc.",0.0145,-0.004,-21.78,1709000,1342000,5330000,2024-02-09T06:17:13.842033,Loosers
TBRIF,Therma Bright Inc.,0.0147,-0.0115,-43.89,232500,42400,4692000,2024-02-09T06:17:13.842033,Loosers
SGCPF,Solstice Gold Corp.,0.0251,-0.0076,-23.24,256500,141262,5932000,2024-02-09T06:17:13.842033,Loosers
ACDXF,American Copper Development Corporation,0.0511,-0.035,-40.65,1005,22121,4735000,2024-02-09T06:17:13.842033,Loosers
YTEN,"Yield10 Bioscience, Inc.",0.265,-0.1052,-28.42,2157000,2707000,3175000,2024-02-09T06:17:13.842033,Loosers
CBDW,1606 Corp.,0.0638,-0.0194,-23.34,967588,113421,3016000,2024-02-09T06:17:13.842033,Loosers
PWWBF,PowerBand Solutions Inc.,0.01,-0.01,-50.0,27000,53513,2993000,2024-02-09T06:17:13.842033,Loosers
FRBK,"Republic First Bancorp, Inc.",0.0316,-0.0184,-36.8,90827,105925,2225000,2024-02-09T06:17:13.842033,Loosers
DYNT,Dynatronics Corporation,0.4749,-0.2021,-29.85,186916,30396,2152000,2024-02-09T06:17:13.842033,Loosers
EVLLF,EnviroMetal Technologies Inc.,0.0189,-0.0051,-21.25,41300,61731,2405000,2024-02-09T06:17:13.842033,Loosers
