Symbol,Close,Volume Mean,Screener,Date,Order,0.5%
INDP,4.16,415460,Winners 5,2025-10-15,3,8641.57
WAI,3.91,3453960,Winners 5,2025-10-15,4,67524.92
BDRX,8.4,1327880,Winners 5,2025-10-15,5,55770.96
PSNL,8.22,1102260,Winners 5,2025-10-15,6,45302.89
SLRX,4.17,448620,Winners 5,2025-10-15,7,9364.94
TCRT,3.44,4956240,Winners 5,2025-10-15,8,85247.33
THH,8.17,1255854,Loosers 10,2025-10-16,1,51301.64
SMMT,22.64,2974028,Loosers 10,2025-10-16,2,336659.97
ARVN,9.46,2789614,Loosers 10,2025-10-16,3,131948.74
APVO,1.57,2481945,Loosers 10,2025-10-16,4,19483.27
GTBP,0.73,2327556,Loosers 10,2025-10-16,5,8536.31
KYTX,7.26,661073,Loosers 10,2025-10-16,6,23996.95
QNRX,15.27,3135233,Loosers 5,2025-10-16,1,239375.04
CURX,0.67,369787,Loosers 5,2025-10-16,2,1234.9
ANRO,6.11,340467,Loosers 5,2025-10-16,3,10401.27
BIAF,2.71,637987,Loosers 5,2025-10-16,4,8644.72
CGTX,1.83,1966879,Loosers 5,2025-10-16,5,17996.94
VTYX,3.96,1402432,Loosers 5,2025-10-16,6,27768.15
CRBU,2.84,1390087,Loosers 5,2025-10-16,7,19739.24
PMN,0.48,842440,Loosers 5,2025-10-16,8,2021.86
COGT,16.57,1741513,Random 10,2025-10-16,1,144284.35
HMY,21.16,5883180,Random 10,2025-10-16,2,622440.44
BTDR,25.9,13947482,Random 10,2025-10-16,3,1806198.92
NNOX,4.37,1543465,Random 10,2025-10-16,4,33724.71
ATOM,5.08,476657,Random 10,2025-10-16,5,12107.09
AUTL,1.72,2796467,Random 10,2025-10-16,6,24049.62
MTA,7.54,831460,Random 10,2025-10-16,7,31346.04
MRVI,3.37,2248682,Random 10,2025-10-16,8,37890.29
NAKA,0.8,33233931,Random 5,2025-10-16,1,132919.11
SES,3.54,38364357,Random 5,2025-10-16,2,679049.12
ANIX,4.47,455920,Random 5,2025-10-16,3,10189.81
SGMT,7.62,792280,Random 5,2025-10-16,4,30185.87
ABSI,5.0,8633333,Random 5,2025-10-16,5,215833.33
RAY,0.45,520205,Random 5,2025-10-16,6,1170.2
GAU,3.03,3473340,Random 5,2025-10-16,7,52621.1
VOXR,4.68,740211,Random 5,2025-10-16,8,17320.94
FGNX,3.82,1388877,Winners 10,2025-10-16,1,26527.55
CEPU,9.83,797051,Winners 10,2025-10-16,2,39175.06
ATYR,1.02,11010393,Winners 10,2025-10-16,3,56153.0
ZVRA,11.78,2534145,Winners 10,2025-10-16,4,149261.14
BZAI,6.29,4868816,Winners 10,2025-10-16,5,153124.26
TNFA,4.74,676100,Winners 10,2025-10-16,6,16023.57
CADL,5.97,1078373,Winners 10,2025-10-16,7,32216.39
SANA,5.92,9921188,Winners 10,2025-10-16,8,293667.16
SUGP,8.22,702080,Winners 5,2025-10-16,1,28855.49
WAI,3.82,3461081,Winners 5,2025-10-16,2,66106.65
BDRX,8.11,1315882,Winners 5,2025-10-16,3,53359.02
AMBO,5.08,874311,Winners 5,2025-10-16,4,22207.5
PSNL,8.53,995097,Winners 5,2025-10-16,5,42440.89
SLRX,4.6,322191,Winners 5,2025-10-16,6,7410.39
PMAX,2.96,5789082,Winners 5,2025-10-16,7,85678.41
PYXS,3.66,1578353,Winners 5,2025-10-16,8,28883.86
THH,7.71,1454340,Loosers 10,2025-10-17,1,56064.81
LQDA,23.18,2304820,Loosers 10,2025-10-17,2,267128.64
ARVN,9.68,3245760,Loosers 10,2025-10-17,3,157094.78
BIAF,3.41,4449400,Loosers 5,2025-10-17,1,75862.27
CGTX,1.85,1850940,Loosers 5,2025-10-17,2,17121.19
LWLG,5.18,2660340,Random 10,2025-10-17,1,68902.81
MRVI,3.49,2294820,Random 10,2025-10-17,2,40044.61
WLGS,0.0,1150175,Random 5,2025-10-17,1,25.88
ANIX,4.4,354560,Random 5,2025-10-17,2,7800.32
SGMT,7.55,567580,Random 5,2025-10-17,3,21426.15
ATYR,1.0,10861700,Winners 10,2025-10-17,1,54308.5
REPL,4.67,2831860,Winners 10,2025-10-17,2,66123.93
PALI,1.73,6228180,Winners 10,2025-10-17,3,53873.76
APLT,1.25,3053980,Winners 10,2025-10-17,4,19087.38
FATE,1.54,2604640,Winners 10,2025-10-17,5,20055.73
WEST,4.79,350620,Winners 10,2025-10-17,6,8397.35
VTGN,4.05,525500,Winners 10,2025-10-17,7,10641.38
TCRX,2.48,753160,Winners 10,2025-10-17,8,9339.18
PSNL,10.28,1433380,Winners 5,2025-10-17,1,73675.73
NXL,1.33,1025640,Winners 5,2025-10-17,2,6820.51
MGX,3.33,1646680,Winners 5,2025-10-17,3,27417.22
TOPP,1.69,854800,Winners 5,2025-10-17,4,7223.06
IVVD,1.75,6500720,Winners 5,2025-10-17,5,56881.3
QNCX,1.93,305160,Winners 5,2025-10-17,6,2944.79
FEMY,0.74,19269340,Winners 5,2025-10-17,7,71778.29
LGVN,0.83,480540,Winners 5,2025-10-17,8,1989.44
SMMT,20.99,4090820,Loosers 10,2025-10-20,1,429331.56
DAVA,8.46,670340,Loosers 10,2025-10-20,2,28355.38
KYTX,6.63,483380,Loosers 10,2025-10-20,3,16024.05
GTBP,0.69,832820,Loosers 10,2025-10-20,4,2877.39
APVO,1.58,1403280,Loosers 10,2025-10-20,5,11085.91
QNRX,14.89,424500,Loosers 5,2025-10-20,1,31604.03
OTLK,1.31,2327540,Loosers 5,2025-10-20,2,15245.39
ANRO,6.08,342280,Loosers 5,2025-10-20,3,10405.31
CMPS,6.52,1796780,Loosers 5,2025-10-20,4,58575.03
ACDC,3.65,1447540,Loosers 5,2025-10-20,5,26417.6
SSKN,1.89,21299900,Loosers 5,2025-10-20,6,201284.05
IREN,60.72,46369980,Random 10,2025-10-20,1,14077925.93
UAMY,11.19,36664520,Random 5,2025-10-20,1,2051379.89
CIFR,18.76,57426860,Random 5,2025-10-20,2,5386639.47
BITF,5.01,187765280,Random 5,2025-10-20,3,4703520.26
SLDP,6.34,19269840,Random 5,2025-10-20,4,610853.93
TRON,3.09,2760960,Random 5,2025-10-20,5,42656.83
WULF,13.93,46126800,Random 5,2025-10-20,6,3212731.62
HIVE,5.71,32452460,Random 5,2025-10-20,7,926517.73
SGMT,7.36,446020,Random 5,2025-10-20,8,16413.54
AQMS,14.56,15636820,Winners 10,2025-10-20,1,1138360.5
ANGX,6.99,645280,Winners 10,2025-10-20,2,22552.54
ABAT,4.85,43945920,Winners 10,2025-10-20,3,1065688.56
ATYR,1.02,7812420,Winners 10,2025-10-20,4,39843.34
FGNX,3.66,1839000,Winners 10,2025-10-20,5,33653.7
AQST,7.08,3675960,Winners 10,2025-10-20,6,130128.98
FIP,5.68,1679020,Winners 10,2025-10-20,7,47684.17
AWX,2.8,3110700,Winners 10,2025-10-20,8,43549.8
RGTI,46.38,143212460,Winners 5,2025-10-20,1,33210969.47
NEON,3.36,380640,Winners 5,2025-10-20,2,6394.75
TMQ,6.46,54248820,Winners 5,2025-10-20,3,1752236.89
LAES,6.67,82578180,Winners 5,2025-10-20,4,2753982.3
NUAI,4.55,32236740,Winners 5,2025-10-20,5,733385.83
CYCC,4.04,436035,Winners 5,2025-10-20,6,8807.91
KOPN,3.64,10232260,Winners 5,2025-10-20,7,186227.13
NVX,1.98,14344060,Winners 5,2025-10-20,8,142006.19
THH,8.22,1449180,Loosers 10,2025-10-21,1,59561.3
SMMT,20.04,4852300,Loosers 10,2025-10-21,2,486079.15
QTTB,3.33,363820,Loosers 10,2025-10-21,3,6057.6
OBIO,3.9,551840,Loosers 10,2025-10-21,4,10760.88
CODI,7.83,2775920,Loosers 10,2025-10-21,5,108677.27
DAVA,8.61,715780,Loosers 10,2025-10-21,6,30814.33
JSPR,2.51,413940,Loosers 10,2025-10-21,7,5194.95
LQDA,24.44,2373620,Loosers 10,2025-10-21,8,290056.36
WW,29.4,304460,Loosers 5,2025-10-21,1,44755.62
EVAX,7.09,1373620,Loosers 5,2025-10-21,2,48694.83
OTLK,1.48,2024480,Loosers 5,2025-10-21,3,14981.15
CGTX,1.83,1578200,Loosers 5,2025-10-21,4,14440.53
NCNA,4.97,571940,Loosers 5,2025-10-21,5,14212.71
ANRO,11.0,3844520,Loosers 5,2025-10-21,6,211448.6
VRCA,4.48,588100,Loosers 5,2025-10-21,7,13173.44
NPWR,3.52,2999700,Loosers 5,2025-10-21,8,52794.72
BTDR,25.57,14090800,Random 10,2025-10-21,1,1801508.78
SHLS,10.54,10950420,Random 10,2025-10-21,2,577087.13
RXRX,6.68,134763360,Random 10,2025-10-21,3,4501096.22
NKTX,2.44,1293340,Random 10,2025-10-21,4,15778.75
NNOX,4.22,1569680,Random 10,2025-10-21,5,33120.25
MRVI,3.52,1412660,Random 10,2025-10-21,6,24862.82
WLGS,0.0,833612,Random 5,2025-10-21,1,15.42
NAKA,0.79,21888580,Random 5,2025-10-21,2,86459.89
CIFR,19.91,53140580,Random 5,2025-10-21,3,5290144.74
TRON,3.04,2156160,Random 5,2025-10-21,4,32773.63
ABSI,4.8,9142260,Random 5,2025-10-21,5,219642.8
SES,3.27,40846800,Random 5,2025-10-21,6,667845.18
YYGH,0.29,748880,Random 5,2025-10-21,7,1097.11
GSIT,12.97,23213520,Random 5,2025-10-21,8,1505396.77
OMER,8.25,29436100,Winners 10,2025-10-21,1,1214239.12
PPTA,27.27,5859820,Winners 10,2025-10-21,2,798986.46
ELAB,6.88,4332320,Winners 10,2025-10-21,3,149031.81
ANGX,7.36,645460,Winners 10,2025-10-21,4,23752.93
TNFA,4.52,1358248,Winners 10,2025-10-21,5,30696.4
INDI,6.0,9799340,Winners 10,2025-10-21,6,293980.2
SANA,5.56,14051240,Winners 10,2025-10-21,7,390624.47
TAOX,9.02,818220,Winners 10,2025-10-21,8,36901.72
OP,2.02,750300,Winners 5,2025-10-21,1,7578.03
PSNL,10.12,1912160,Winners 5,2025-10-21,2,96755.3
MVST,6.05,15508780,Winners 5,2025-10-21,3,469140.6
QSI,2.58,33963120,Winners 5,2025-10-21,4,438973.33
KOPN,4.1,10648500,Winners 5,2025-10-21,5,218294.25
CAN,2.05,112043120,Winners 5,2025-10-21,6,1148441.98
PYXS,3.58,702980,Winners 5,2025-10-21,7,12583.34
NXL,1.68,814500,Winners 5,2025-10-21,8,6841.8
THH,8.42,1534060,Loosers 10,2025-10-22,1,64583.93
DAVA,8.84,791780,Loosers 10,2025-10-22,2,34996.68
CODI,8.04,2330620,Loosers 10,2025-10-22,3,93690.92
VRCA,4.04,718560,Loosers 5,2025-10-22,1,14514.91
PRSO,1.54,2326340,Loosers 5,2025-10-22,2,17912.82
CGTX,1.77,1539220,Loosers 5,2025-10-22,3,13622.1
CRBU,2.84,1177760,Loosers 5,2025-10-22,4,16724.19
NVVE,0.22,1275520,Loosers 5,2025-10-22,5,1422.2
WLGS,0.0,918057,Random 5,2025-10-22,1,16.07
CMPX,4.1,1621300,Random 5,2025-10-22,2,33236.65
LX,5.31,2162840,Random 5,2025-10-22,3,57423.4
CIIT,0.86,2362760,Random 5,2025-10-22,4,10159.87
CLPS,0.94,382180,Random 5,2025-10-22,5,1805.8
ZVIA,2.3,689680,Random 5,2025-10-22,6,7931.32
CRDL,1.21,1193460,Random 5,2025-10-22,7,7220.43
VHC,20.28,481000,Winners 10,2025-10-22,1,48773.4
ATYR,1.03,6928720,Winners 10,2025-10-22,2,35682.91
CTKB,4.17,574760,Winners 10,2025-10-22,3,11983.75
LNKS,0.52,11049900,Winners 10,2025-10-22,4,28563.99
ATLX,5.97,1544680,Winners 10,2025-10-22,5,46108.7
PROP,1.85,1630080,Winners 10,2025-10-22,6,15078.24
RYDE,0.57,409360,Winners 10,2025-10-22,7,1176.91
AWX,2.6,360280,Winners 10,2025-10-22,8,4683.64
ELWS,4.55,6499000,Winners 5,2025-10-22,1,147852.25
SUGP,9.01,303000,Winners 5,2025-10-22,2,13650.15
OMSE,4.78,356540,Winners 5,2025-10-22,3,8521.31
IOBT,1.02,17603340,Winners 5,2025-10-22,4,89777.03
PYXS,3.58,674160,Winners 5,2025-10-22,5,12067.46
LPSN,6.34,399380,Winners 5,2025-10-22,6,12660.35
IVVD,2.04,5763840,Winners 5,2025-10-22,7,58791.17
PROK,3.3,1493940,Winners 5,2025-10-22,8,24650.01
CURX,0.67,1137340,Loosers 5,2025-10-23,1,3798.72
MIRA,1.42,24758740,Loosers 5,2025-10-23,2,175787.05
TNON,1.14,3467700,Loosers 5,2025-10-23,3,19765.89
BTAI,2.22,851820,Loosers 5,2025-10-23,4,9455.2
MIND,10.48,348800,Random 10,2025-10-23,1,18277.12
LHAI,10.24,368660,Random 10,2025-10-23,2,18875.39
TK,8.6,607540,Random 10,2025-10-23,3,26124.22
WLGS,0.0,916931,Random 5,2025-10-23,1,18.34
UAMY,13.11,25138120,Random 5,2025-10-23,2,1647803.77
LX,5.55,2546060,Random 5,2025-10-23,3,70653.17
HGRAF,2.28,2621354,Random 5,2025-10-23,4,29831.01
SFIX,4.48,2309900,Random 5,2025-10-23,5,51741.76
EXK,8.03,14579440,Random 5,2025-10-23,6,585364.52
CMPX,4.16,2534900,Random 5,2025-10-23,7,52725.92
IPW,0.59,939020,Random 5,2025-10-23,8,2788.89
VHC,20.39,485660,Winners 10,2025-10-23,1,49513.04
WATT,8.28,616860,Winners 10,2025-10-23,2,25538.0
FGNX,3.67,1692360,Winners 10,2025-10-23,3,31054.81
AIRS,10.24,933840,Winners 10,2025-10-23,4,47812.61
PFAI,3.09,371780,Winners 5,2025-10-23,1,5744.0
MYO,1.09,1451200,Winners 5,2025-10-23,2,7909.04
FGL,0.32,2088580,Winners 5,2025-10-23,3,3289.51
CNTX,1.21,724720,Winners 5,2025-10-23,4,4384.56
EZGO,0.16,1013400,Winners 5,2025-10-23,5,795.52
THH,8.31,965380,Loosers 10,2025-10-24,1,40111.54
OBIO,3.8,329740,Loosers 10,2025-10-24,2,6265.06
CODI,7.64,1746640,Loosers 10,2025-10-24,3,66721.65
JSPR,2.33,330820,Loosers 10,2025-10-24,4,3854.05
GPRE,10.56,4114100,Loosers 10,2025-10-24,5,217224.48
GTBP,0.73,701000,Loosers 10,2025-10-24,6,2562.16
COCH,0.82,473160,Loosers 10,2025-10-24,7,1947.05
BIAF,2.64,411960,Loosers 5,2025-10-24,1,5437.87
GNLX,7.71,359680,Loosers 5,2025-10-24,2,13865.66
ARKO,4.51,305580,Loosers 5,2025-10-24,3,6890.83
ACDC,4.36,1455480,Loosers 5,2025-10-24,4,31729.46
MIRA,1.55,2150300,Loosers 5,2025-10-24,5,16664.83
VRCA,3.95,762880,Loosers 5,2025-10-24,6,15066.88
MSAI,1.35,24944400,Loosers 5,2025-10-24,7,168374.7
IFBD,1.18,1774260,Loosers 5,2025-10-24,8,10468.13
AGH,6.74,501300,Random 10,2025-10-24,1,16893.81
MIND,11.39,440820,Random 10,2025-10-24,2,25104.7
BTDR,21.72,7238260,Random 10,2025-10-24,3,786075.04
SHLS,10.32,8532640,Random 10,2025-10-24,4,440497.54
CRSR,8.4,471140,Random 10,2025-10-24,5,19787.88
NKTX,2.26,833620,Random 10,2025-10-24,6,9419.91
NAKA,0.8,14135620,Random 5,2025-10-24,1,56189.09
TTI,7.99,3660560,Random 5,2025-10-24,2,146239.37
RAY,0.33,899720,Random 5,2025-10-24,3,1475.54
CIIT,0.71,2269080,Random 5,2025-10-24,4,8066.58
ORGO,4.11,389420,Random 5,2025-10-24,5,8002.58
ORGN,0.69,1338960,Random 5,2025-10-24,6,4652.89
LGCB,1.7,1017200,Random 5,2025-10-24,7,8646.2
VLN,1.76,757900,Random 5,2025-10-24,8,6669.52
VHC,21.26,487480,Winners 10,2025-10-24,1,51819.12
CEPU,9.57,380100,Winners 10,2025-10-24,2,18187.78
INDI,5.5,6293920,Winners 10,2025-10-24,3,173082.8
AIRS,10.62,798180,Winners 10,2025-10-24,4,42383.36
KALA,0.78,1430020,Winners 10,2025-10-24,5,5591.38
TNFA,4.1,745470,Winners 10,2025-10-24,6,15282.13
WKEY,8.53,405000,Winners 10,2025-10-24,7,17273.25
TAOX,8.37,693200,Winners 10,2025-10-24,8,28993.09
OP,1.94,364740,Winners 5,2025-10-24,1,3537.98
LPSN,6.67,307040,Winners 5,2025-10-24,2,10239.78
PSNL,9.45,1706420,Winners 5,2025-10-24,3,80628.34
IMMX,3.43,856700,Winners 5,2025-10-24,4,14692.41
PACB,1.95,10965460,Winners 5,2025-10-24,5,106913.24
EHTH,5.09,375700,Winners 5,2025-10-24,6,9561.57
MVST,5.53,8811620,Winners 5,2025-10-24,7,243641.29
CCCC,2.38,2297620,Winners 5,2025-10-24,8,27341.68
DAVA,9.46,948600,Loosers 10,2025-10-27,1,44868.78
OBIO,3.96,322400,Loosers 10,2025-10-27,2,6383.52
COCH,0.85,451180,Loosers 10,2025-10-27,3,1917.52
CURX,0.66,384480,Loosers 5,2025-10-27,1,1270.71
OTLK,1.39,1215160,Loosers 5,2025-10-27,2,8445.36
CGTX,1.73,1277540,Loosers 5,2025-10-27,3,11050.72
NVVE,0.23,1050600,Loosers 5,2025-10-27,4,1187.18
RMTI,1.16,345460,Loosers 5,2025-10-27,5,2003.67
PRTS,0.7,516580,Loosers 5,2025-10-27,6,1808.03
NVTS,14.07,53906520,Random 10,2025-10-27,1,3792323.68
AGH,7.64,462620,Random 10,2025-10-27,2,17672.08
COMP,8.03,10552940,Random 10,2025-10-27,3,423700.54
ASST,1.1,58955640,Random 10,2025-10-27,4,324256.02
AZ,7.43,364440,Random 10,2025-10-27,5,13538.95
WLGS,0.0,747495,Random 5,2025-10-27,1,17.57
NAKA,0.84,17534780,Random 5,2025-10-27,2,73646.08
RAY,0.32,925640,Random 5,2025-10-27,3,1481.02
ORGO,4.26,421000,Random 5,2025-10-27,4,8967.3
CIIT,0.99,1757660,Random 5,2025-10-27,5,8717.99
ORGN,0.72,1424340,Random 5,2025-10-27,6,5163.23
HGRAF,2.32,2661413,Random 5,2025-10-27,7,30825.82
CURV,1.4,414160,Random 5,2025-10-27,8,2899.12
NERV,4.7,34454880,Winners 10,2025-10-27,1,809689.68
FGNX,3.81,1514900,Winners 10,2025-10-27,2,28858.85
KALA,0.8,1424280,Winners 10,2025-10-27,3,5668.63
AIRS,11.39,919380,Winners 10,2025-10-27,4,52358.69
WEST,5.19,350580,Winners 10,2025-10-27,5,9097.55
INHD,1.06,584280,Winners 10,2025-10-27,6,3096.68
TNFA,4.19,522628,Winners 10,2025-10-27,7,10949.06
TAOX,8.62,687220,Winners 10,2025-10-27,8,29619.18
VCIG,2.4,1516960,Winners 5,2025-10-27,1,18203.52
NEON,3.29,369100,Winners 5,2025-10-27,2,6071.69
OP,2.12,385560,Winners 5,2025-10-27,3,4086.94
NUAI,5.86,29730160,Winners 5,2025-10-27,4,871093.69
GDTC,2.39,392760,Winners 5,2025-10-27,5,4693.48
PACB,2.02,11966820,Winners 5,2025-10-27,6,120864.88
EHTH,5.27,349060,Winners 5,2025-10-27,7,9197.73
CCCC,2.45,2163060,Winners 5,2025-10-27,8,26497.49
THH,8.9,451660,Loosers 10,2025-10-28,1,20098.87
ANRO,12.25,702560,Loosers 5,2025-10-28,1,43031.8
CURX,0.8,599580,Loosers 5,2025-10-28,2,2398.32
MIRA,1.67,1159820,Loosers 5,2025-10-28,3,9684.5
INBS,1.0,1041080,Loosers 5,2025-10-28,4,5205.4
FAAS,0.01,345367,Loosers 5,2025-10-28,5,20.72
PRTS,0.7,612760,Loosers 5,2025-10-28,6,2144.66
CHGG,1.44,1891580,Loosers 5,2025-10-28,7,13619.38
NVVE,0.23,1242400,Loosers 5,2025-10-28,8,1459.82
MIND,11.09,545980,Random 10,2025-10-28,1,30274.59
COYA,6.47,547420,Random 10,2025-10-28,2,17709.04
GLUE,12.32,1160380,Random 10,2025-10-28,3,71479.41
GSIT,12.05,25475840,Random 5,2025-10-28,1,1534919.36
WLGS,0.0,786114,Random 5,2025-10-28,2,17.69
NAKA,1.01,34965940,Random 5,2025-10-28,3,176578.0
IMPP,5.24,934640,Random 5,2025-10-28,4,24487.57
HGRAF,2.69,2823941,Random 5,2025-10-28,5,37982.01
KALA,0.81,588520,Winners 10,2025-10-28,1,2371.74
ATYR,0.97,4786200,Winners 10,2025-10-28,2,23284.86
CEPU,13.16,716260,Winners 10,2025-10-28,3,47129.91
INHD,1.1,560800,Winners 10,2025-10-28,4,3084.4
TAOX,8.87,474980,Winners 10,2025-10-28,5,21065.36
LPSN,6.55,337760,Winners 5,2025-10-28,1,11061.64
OP,2.2,350400,Winners 5,2025-10-28,2,3854.4
SABS,3.03,324260,Winners 5,2025-10-28,3,4912.54
ACRS,2.34,2001940,Winners 5,2025-10-28,4,23422.7
AKBA,3.17,2252380,Winners 5,2025-10-28,5,35700.22
CCCC,2.65,2086340,Winners 5,2025-10-28,6,27644.01
GDTC,2.42,375920,Winners 5,2025-10-28,7,4548.63
SSP,2.4,430900,Winners 5,2025-10-28,8,5170.8
RYOJ,5.28,362560,Loosers 10,2025-10-29,1,9571.58
GNLX,7.64,356660,Loosers 5,2025-10-29,1,13624.41
BYND,1.98,934384260,Loosers 5,2025-10-29,2,9227044.57
RANI,1.89,24513200,Random 10,2025-10-29,1,231649.74
VRA,2.57,536380,Random 10,2025-10-29,2,6892.48
COYA,6.66,601100,Random 10,2025-10-29,3,20016.63
BTOC,0.66,392260,Random 10,2025-10-29,4,1286.61
DCGO,1.14,2411280,Random 10,2025-10-29,5,13744.3
GSIT,11.43,14370460,Random 5,2025-10-29,1,821271.79
CURV,1.44,544420,Random 5,2025-10-29,2,3919.82
NERV,4.6,1244900,Winners 10,2025-10-29,1,28632.7
FGNX,4.05,1347380,Winners 10,2025-10-29,2,27284.44
OMER,7.96,1470640,Winners 10,2025-10-29,3,58531.47
MAMK,3.49,2425220,Winners 10,2025-10-29,4,42320.09
SANA,5.59,4372000,Winners 10,2025-10-29,5,122197.4
ERIC,9.76,28020180,Winners 10,2025-10-29,6,1367384.78
RYDE,0.56,417640,Winners 10,2025-10-29,7,1177.74
ACHV,4.78,1599840,Winners 5,2025-10-29,1,38236.18
IMMX,3.9,1026480,Winners 5,2025-10-29,2,20016.36
BOF,2.78,595880,Winners 5,2025-10-29,3,8282.73
EHTH,5.65,429020,Winners 5,2025-10-29,4,12119.82
SSP,2.47,591540,Winners 5,2025-10-29,5,7305.52
PSNL,9.75,974900,Winners 5,2025-10-29,6,47526.38
HKPD,1.44,457120,Winners 5,2025-10-29,7,3291.26
VANI,1.67,617860,Winners 5,2025-10-29,8,5159.13
OUST,34.65,2926120,Loosers 10,2025-10-30,1,506950.29
IVA,4.16,971260,Loosers 10,2025-10-30,2,20202.21
TH,7.35,376140,Loosers 10,2025-10-30,3,13823.15
SKYE,1.58,407880,Loosers 5,2025-10-30,1,3222.25
PRTS,0.67,611320,Loosers 5,2025-10-30,2,2047.92
AGH,6.73,419240,Random 10,2025-10-30,1,14107.43
UFG,1.42,530420,Random 10,2025-10-30,2,3765.98
MIND,10.77,498480,Random 10,2025-10-30,3,26843.15
RITR,1.8,2654680,Random 10,2025-10-30,4,23892.12
MDXG,7.19,1014820,Random 10,2025-10-30,5,36482.78
NAKA,0.95,55382800,Random 5,2025-10-30,1,262514.47
SGMT,8.33,962880,Random 5,2025-10-30,2,40103.95
MTPLF,3.1,4031140,Random 5,2025-10-30,3,62482.67
YYGH,0.35,11813580,Random 5,2025-10-30,4,20732.83
REFR,2.03,308880,Random 5,2025-10-30,5,3135.13
CIIT,0.76,1553300,Random 5,2025-10-30,6,5918.07
VIOT,3.08,2415980,Random 5,2025-10-30,7,37206.09
ORGN,0.62,1196980,Random 5,2025-10-30,8,3740.56
AIRS,10.9,1051280,Winners 10,2025-10-30,1,57294.76
ATYR,0.97,3325580,Winners 10,2025-10-30,2,16112.44
INHD,1.1,410080,Winners 10,2025-10-30,3,2255.44
MAMK,3.96,2920080,Winners 10,2025-10-30,4,57817.58
TWI,7.96,383020,Winners 10,2025-10-30,5,15244.2
INDI,5.76,4118260,Winners 10,2025-10-30,6,118605.89
LAZR,2.09,10995400,Winners 10,2025-10-30,7,114901.93
NN,13.4,1229800,Winners 10,2025-10-30,8,82396.6
ACHV,4.95,1348460,Winners 5,2025-10-30,1,33374.39
BOF,3.04,495080,Winners 5,2025-10-30,2,7525.22
HUSA,5.26,378300,Winners 5,2025-10-30,3,9949.29
AKBA,2.1,7557540,Winners 5,2025-10-30,4,79354.17
XERS,9.62,1946460,Winners 5,2025-10-30,5,93624.73
HKPD,1.35,460360,Winners 5,2025-10-30,6,3107.43
SKIN,1.45,1572140,Winners 5,2025-10-30,7,11398.01
VANI,1.77,848220,Winners 5,2025-10-30,8,7506.75
EWCZ,3.75,318980,Loosers 10,2025-10-31,1,5980.88
TH,7.62,451160,Loosers 10,2025-10-31,2,17189.2
BHC,6.61,3472360,Loosers 10,2025-10-31,3,114761.5
GTBP,0.63,523780,Loosers 10,2025-10-31,4,1644.67
LQDA,23.2,1888200,Loosers 10,2025-10-31,5,219031.2
MSAI,1.32,45936540,Loosers 5,2025-10-31,1,303181.16
MIRA,1.65,774400,Loosers 5,2025-10-31,2,6388.8
SABR,1.91,5289980,Loosers 5,2025-10-31,3,50519.31
INBS,1.03,331980,Loosers 5,2025-10-31,4,1709.7
GLUE,13.01,1347760,Random 10,2025-10-31,1,87671.79
ABTC,5.15,3332040,Random 10,2025-10-31,2,85800.03
IMRX,6.41,969460,Random 10,2025-10-31,3,31071.19
NAKA,0.85,56270500,Random 5,2025-10-31,1,239993.68
QD,4.56,332460,Random 5,2025-10-31,2,7580.09
CRDL,1.1,488960,Random 5,2025-10-31,3,2689.28
CURV,1.3,538620,Random 5,2025-10-31,4,3501.03
AUR,5.1,23522300,Random 5,2025-10-31,5,599818.65
REPL,10.25,3092800,Winners 10,2025-10-31,1,158506.0
RIGL,31.62,346940,Winners 10,2025-10-31,2,54851.21
FGNX,3.65,1642900,Winners 10,2025-10-31,3,29982.92
BIOA,7.73,425840,Winners 10,2025-10-31,4,16458.72
DGXX,5.54,9542360,Winners 10,2025-10-31,5,264323.37
NERV,4.04,463280,Winners 10,2025-10-31,6,9358.26
INHD,1.05,403520,Winners 10,2025-10-31,7,2118.48
PROP,1.99,2350020,Winners 10,2025-10-31,8,23382.7
ASST,1.21,411409960,Winners 5,2025-10-31,1,2489030.26
ACHV,5.24,1067200,Winners 5,2025-10-31,2,27960.64
TOI,4.59,1931480,Winners 5,2025-10-31,3,44327.47
MDNAF,1.05,310520,Winners 5,2025-10-31,4,1633.34
CCCC,2.46,1366640,Winners 5,2025-10-31,5,16809.67
ACRS,2.49,1332960,Winners 5,2025-10-31,6,16595.35
FGL,0.36,81349700,Winners 5,2025-10-31,7,148056.45
GLE,0.86,14590000,Winners 5,2025-10-31,8,63028.8
TH,7.69,532120,Loosers 10,2025-11-03,1,20460.01
EWCZ,3.9,341240,Loosers 10,2025-11-03,2,6654.18
LQDA,24.36,2303760,Loosers 10,2025-11-03,3,280597.97
COCH,0.81,507940,Loosers 10,2025-11-03,4,2044.46
WW,34.82,455980,Loosers 5,2025-11-03,1,79386.12
SKYE,1.55,338140,Loosers 5,2025-11-03,2,2620.59
MIRA,1.67,672400,Loosers 5,2025-11-03,3,5614.54
SABR,2.04,6087040,Loosers 5,2025-11-03,4,62239.98
XBP,0.59,456900,Loosers 5,2025-11-03,5,1350.14
PLRX,1.68,631120,Loosers 5,2025-11-03,6,5301.41
ATCH,0.38,45512140,Loosers 5,2025-11-03,7,86700.63
DKI,0.62,307880,Random 10,2025-11-03,1,949.81
RITR,1.8,1956140,Random 10,2025-11-03,2,17605.26
