Symbol,Close,Volume Mean,Screener,Date,Order,0.5%
TRUG,1.01,605560,Winners 5,2026-02-17,8,3058.078
SMMT,15.68,2196880,Loosers 10,2026-02-18,1,172235.392
BMEA,1.33,733640,Loosers 5,2026-02-18,1,4878.706
MSAI,0.299,534960,Loosers 5,2026-02-18,2,799.7651999999999
CGTX,1.12,692960,Loosers 5,2026-02-18,3,3880.576000000001
INNV,8.48,371700,Random 10,2026-02-18,1,15760.08
RLAY,9.16,1966380,Random 10,2026-02-18,2,90060.20400000001
IMRX,5.12,611220,Random 10,2026-02-18,3,15647.232
LFS,3.3,4919380,Random 10,2026-02-18,4,81169.77
AUTL,1.51,1212960,Random 10,2026-02-18,5,9157.848
WCT,0.126,1531980,Random 10,2026-02-18,6,965.1474
DCGO,0.796,615000,Random 10,2026-02-18,7,2447.7000000000003
WULF,16.18,41981440,Random 5,2026-02-18,1,3396298.496
NUVB,5.88,3932900,Random 5,2026-02-18,2,115627.26
LX,3.0,1369560,Random 5,2026-02-18,3,20543.4
HITI,2.37,340680,Random 5,2026-02-18,4,4037.058
ZJYL,0.141,389800,Random 5,2026-02-18,5,274.809
CRON,2.65,822980,Random 5,2026-02-18,6,10904.485
BTM,0.934,786840,Random 5,2026-02-18,7,3674.5428
YYGH,0.2,432540,Random 5,2026-02-18,8,432.54
AQST,3.88,2413380,Winners 10,2026-02-18,1,46819.572
LGHL,1.75,455420,Winners 10,2026-02-18,2,3984.925
VTGN,0.53,1731060,Winners 10,2026-02-18,3,4587.309
DTIL,3.99,327060,Winners 10,2026-02-18,4,6524.847000000001
UAA,7.72,12353360,Winners 10,2026-02-18,5,476839.696
NOK,7.3,36181060,Winners 10,2026-02-18,6,1320608.69
HUMA,1.14,7944620,Winners 10,2026-02-18,7,45284.334
ATYR,0.983,1686700,Winners 10,2026-02-18,8,8290.1305
LRHC,1.45,610800,Winners 5,2026-02-18,1,4428.3
PRCH,8.63,3411380,Winners 5,2026-02-18,2,147201.04700000002
YYAI,1.08,692040,Winners 5,2026-02-18,3,3737.016000000001
ADCT,4.18,694480,Winners 5,2026-02-18,4,14514.632
PYXS,1.33,317960,Winners 5,2026-02-18,5,2114.434
ESPR,3.55,3401300,Winners 5,2026-02-18,6,60373.075
EQ,1.59,399180,Winners 5,2026-02-18,7,3173.481
PROK,2.02,590420,Winners 5,2026-02-18,8,5963.241999999999
SMMT,15.88,2108500,Loosers 10,2026-02-19,1,167414.9
BHC,6.19,2217900,Loosers 10,2026-02-19,2,68644.005
AXTI,23.54,5342500,Loosers 5,2026-02-19,1,628812.25
ELAB,1.23,6531260,Loosers 5,2026-02-19,2,40167.249
CCHH,0.64,7044140,Loosers 5,2026-02-19,3,22541.248000000003
GANX,1.83,497580,Loosers 5,2026-02-19,4,4552.857
CRBU,1.62,949200,Loosers 5,2026-02-19,5,7688.52
MSAI,0.319,626980,Loosers 5,2026-02-19,6,1000.0331
TNON,0.842,406040,Loosers 5,2026-02-19,7,1709.4284
CRSR,5.575,13140200,Random 10,2026-02-19,1,366283.075
FULC,10.94,627940,Random 10,2026-02-19,2,34348.318
SGHC,9.42,4402500,Random 10,2026-02-19,3,207357.75
IMTX,9.95,306800,Random 10,2026-02-19,4,15263.3
SDA,2.07,363420,Random 10,2026-02-19,5,3761.397
DCGO,0.813,587120,Random 10,2026-02-19,6,2386.6428
WCT,0.138,1508580,Random 10,2026-02-19,7,1040.9202
IMPP,3.78,489600,Random 5,2026-02-19,1,9253.44
MREO,0.421,3185100,Random 5,2026-02-19,2,6704.635499999999
RAYA,0.861,864100,Random 5,2026-02-19,3,3719.9505
VIOT,1.37,337780,Random 5,2026-02-19,4,2313.793
FOSL,4.02,391440,Random 5,2026-02-19,5,7867.943999999999
AUR,4.74,20450760,Random 5,2026-02-19,6,484683.0120000001
ORGO,3.84,504420,Random 5,2026-02-19,7,9684.864
LWLG,3.45,903080,Random 5,2026-02-19,8,15578.13
WATT,10.79,333840,Winners 10,2026-02-19,1,18010.667999999998
NN,16.33,785040,Winners 10,2026-02-19,2,64098.516
RZLT,3.615,3825740,Winners 10,2026-02-19,3,69150.25050000001
REPL,8.04,1268860,Winners 10,2026-02-19,4,51008.17199999999
VTGN,0.52,1611140,Winners 10,2026-02-19,5,4188.964
RUM,5.88,1776740,Winners 10,2026-02-19,6,52236.156
TROX,7.75,5164140,Winners 10,2026-02-19,7,200110.425
PALI,1.69,2823780,Winners 10,2026-02-19,8,23860.941000000003
AP,7.89,316540,Winners 5,2026-02-19,1,12487.503
FEED,2.88,860700,Winners 5,2026-02-19,2,12394.08
PLBY,2.01,1728280,Winners 5,2026-02-19,3,17369.214
IHRT,3.5,472720,Winners 5,2026-02-19,4,8272.6
FMCC,7.34,3132820,Winners 5,2026-02-19,5,114974.494
CDIO,2.13,11357940,Winners 5,2026-02-19,6,120962.061
CURLF,2.4,710500,Winners 5,2026-02-19,7,8526.0
PYXS,1.37,316940,Winners 5,2026-02-19,8,2171.039
BHC,5.93,2674740,Loosers 10,2026-02-20,1,79306.041
BGS,5.15,2523360,Loosers 10,2026-02-20,2,64976.52
LILAK,8.08,925580,Loosers 10,2026-02-20,3,37393.432
ELAB,1.45,2671640,Loosers 5,2026-02-20,1,19369.39
CCHH,0.642,1584580,Loosers 5,2026-02-20,2,5086.5018
AXTI,23.81,4245860,Loosers 5,2026-02-20,3,505469.633
SSRM,29.11,6304920,Loosers 5,2026-02-20,4,917681.106
GANX,1.89,504980,Loosers 5,2026-02-20,5,4772.061
CYH,3.52,1743880,Loosers 5,2026-02-20,6,30692.288
BIAF,1.18,577300,Loosers 5,2026-02-20,7,3406.07
ORKT,1.23,610680,Loosers 5,2026-02-20,8,3755.682
FULC,11.73,680320,Random 10,2026-02-20,1,39900.768
IMRX,5.25,506400,Random 10,2026-02-20,2,13293.0
BTQ,2.57,1508020,Random 10,2026-02-20,3,19378.057
MQ,4.14,5211320,Random 10,2026-02-20,4,107874.324
MREO,0.432,3392340,Random 5,2026-02-20,1,7327.4544
ORGO,3.98,506700,Random 5,2026-02-20,2,10083.33
BTM,0.95,937080,Random 5,2026-02-20,3,4451.13
VUZI,2.83,838840,Random 5,2026-02-20,4,11869.586
WATT,12.0,380040,Winners 10,2026-02-20,1,22802.4
LGHL,1.49,992880,Winners 10,2026-02-20,2,7396.956
AQST,3.96,2205660,Winners 10,2026-02-20,3,43672.068
VTGN,0.59,1709380,Winners 10,2026-02-20,4,5042.671
OMER,12.01,794220,Winners 10,2026-02-20,5,47692.911
HUMA,1.15,5270560,Winners 10,2026-02-20,6,30305.72
ATYR,1.05,2022960,Winners 10,2026-02-20,7,10620.54
CYN,1.51,403760,Winners 10,2026-02-20,8,3048.388
PLBY,2.05,1244080,Winners 5,2026-02-20,1,12751.82
TSHA,4.79,2513280,Winners 5,2026-02-20,2,60193.056
PYXS,1.53,342840,Winners 5,2026-02-20,3,2622.726
CURLF,2.61,438500,Winners 5,2026-02-20,4,5722.425
HOTH,1.07,449980,Winners 5,2026-02-20,5,2407.393
PROK,2.19,434920,Winners 5,2026-02-20,6,4762.374
LIDR,1.75,417280,Winners 5,2026-02-20,7,3651.2
CYPH,0.669,2390760,Winners 5,2026-02-20,8,7997.092200000001
MTVA,1.55,638080,Loosers 10,2026-02-23,1,4945.12
BHC,6.13,2863600,Loosers 10,2026-02-23,2,87769.34
THRY,3.9,913220,Loosers 10,2026-02-23,3,17807.79
ELAB,1.29,2514160,Loosers 5,2026-02-23,1,16216.332
AXTI,29.68,5800460,Loosers 5,2026-02-23,2,860788.2640000001
PRTS,0.67,868380,Loosers 5,2026-02-23,3,2909.073
BMEA,1.32,645520,Loosers 5,2026-02-23,4,4260.432
MSAI,0.301,554160,Loosers 5,2026-02-23,5,834.0108
COMM,18.97,2006592,Loosers 5,2026-02-23,6,190325.2512
ATCH,0.241,16405160,Loosers 5,2026-02-23,7,19768.2178
ESOA,14.21,587360,Random 10,2026-02-23,1,41731.92800000001
LUXE,9.72,443400,Random 10,2026-02-23,2,21549.24
SGHC,9.9,3355860,Random 10,2026-02-23,3,166115.07
CRSR,5.62,12347600,Random 10,2026-02-23,4,346967.56
BTQ,2.55,1579700,Random 10,2026-02-23,5,20141.175
SHLS,10.61,3486080,Random 10,2026-02-23,6,184936.544
MQ,4.24,5365700,Random 10,2026-02-23,7,113752.84
ORGO,3.99,510180,Random 5,2026-02-23,1,10178.091
MREO,0.424,3268840,Random 5,2026-02-23,2,6929.940799999999
VUZI,2.76,929860,Random 5,2026-02-23,3,12832.068
ORBS,1.22,1097840,Random 5,2026-02-23,4,6696.8240000000005
ATAI,3.88,3822140,Random 5,2026-02-23,5,74149.516
HITI,2.49,409560,Random 5,2026-02-23,6,5099.022000000001
LWLG,3.46,839760,Random 5,2026-02-23,7,14527.848
OCGN,1.6,3437460,Random 5,2026-02-23,8,27499.68
FSLY,18.08,28600900,Winners 10,2026-02-23,1,2585521.36
NN,17.07,722020,Winners 10,2026-02-23,2,61624.40700000001
UAA,8.14,9180700,Winners 10,2026-02-23,3,373654.49
BLZE,4.4,1056040,Winners 10,2026-02-23,4,23232.88
GDRX,2.47,2286140,Winners 10,2026-02-23,5,28233.829000000005
RUM,5.88,1590900,Winners 10,2026-02-23,6,46772.46
ENVB,2.22,3740000,Winners 10,2026-02-23,7,41514.00000000001
ANGX,3.51,680440,Winners 10,2026-02-23,8,11941.722
IMMX,8.0,711740,Winners 5,2026-02-23,1,28469.6
JZXN,1.46,3484880,Winners 5,2026-02-23,2,25439.624
AP,8.86,327000,Winners 5,2026-02-23,3,14486.1
SUNE,1.44,4033320,Winners 5,2026-02-23,4,29039.904
FRGT,1.18,2864360,Winners 5,2026-02-23,5,16899.724
FEED,2.75,572380,Winners 5,2026-02-23,6,7870.225
PLBY,2.11,825180,Winners 5,2026-02-23,7,8705.649
CCCC,2.16,1129100,Winners 5,2026-02-23,8,12194.28
BGS,5.32,2219940,Loosers 10,2026-02-24,1,59050.404
THRY,3.735,978780,Loosers 10,2026-02-24,2,18278.7165
JSPR,1.37,389400,Loosers 10,2026-02-24,3,2667.39
GANX,2.09,516900,Loosers 5,2026-02-24,1,5401.6050000000005
PRTS,0.67,755480,Loosers 5,2026-02-24,2,2530.858
CGTX,1.04,739020,Loosers 5,2026-02-24,3,3842.904000000001
ONDS,10.19,93871240,Random 10,2026-02-24,1,4782739.677999999
RLAY,8.94,1354040,Random 10,2026-02-24,2,60525.588
NKTX,2.31,617580,Random 10,2026-02-24,3,7133.049
MIMI,0.334,985040,Random 10,2026-02-24,4,1645.0168000000003
NUVB,5.46,4209980,Random 5,2026-02-24,1,114932.454
MREO,0.403,3340000,Random 5,2026-02-24,2,6730.1
SOUN,7.83,19755680,Random 5,2026-02-24,3,773434.8720000001
ATAI,3.97,3985880,Random 5,2026-02-24,4,79119.71800000001
NEWP,5.08,1281760,Random 5,2026-02-24,5,32556.704
LWLG,3.53,836080,Random 5,2026-02-24,6,14756.812
OCGN,1.64,4337220,Random 5,2026-02-24,7,35565.204
ABSI,2.65,2743940,Random 5,2026-02-24,8,36357.205
CALC,0.565,454400,Winners 10,2026-02-24,1,1283.6799999999998
VTGN,0.55,926840,Winners 10,2026-02-24,2,2548.8100000000004
BLZE,4.37,1252440,Winners 10,2026-02-24,3,27365.814
APRE,0.815,1138900,Winners 10,2026-02-24,4,4641.0175
HUMA,1.14,4525340,Winners 10,2026-02-24,5,25794.438
ATYR,1.01,2274620,Winners 10,2026-02-24,6,11486.831000000002
LUNG,1.48,331020,Winners 10,2026-02-24,7,2449.548
TOVX,0.18,61711340,Winners 10,2026-02-24,8,55540.206
LRHC,1.08,10867260,Winners 5,2026-02-24,1,58683.204000000005
PEPG,6.34,330700,Winners 5,2026-02-24,2,10483.19
IMMX,8.17,617780,Winners 5,2026-02-24,3,25236.313
INDO,4.7,1815180,Winners 5,2026-02-24,4,42656.73
JZXN,1.46,2674240,Winners 5,2026-02-24,5,19521.952
BDRX,1.18,413340,Winners 5,2026-02-24,6,2438.706
ALLO,2.08,5790760,Winners 5,2026-02-24,7,60223.904
PYXS,1.45,339680,Winners 5,2026-02-24,8,2462.68
THRY,3.75,979420,Loosers 10,2026-02-25,1,18364.125
INGN,5.84,355680,Loosers 10,2026-02-25,2,10385.856
MLYS,29.96,996480,Loosers 10,2026-02-25,3,149272.704
COCH,0.743,544140,Loosers 10,2026-02-25,4,2021.4801
AXTI,35.08,7382280,Loosers 5,2026-02-25,1,1294851.912
ELAB,1.23,2449460,Loosers 5,2026-02-25,2,15064.179
CCHH,0.534,495740,Loosers 5,2026-02-25,3,1323.6258000000005
CYH,3.49,2207660,Loosers 5,2026-02-25,4,38523.667
GERN,1.95,25048660,Loosers 5,2026-02-25,5,244224.435
PLRX,1.27,914780,Loosers 5,2026-02-25,6,5808.853000000001
BIAF,1.11,589340,Loosers 5,2026-02-25,7,3270.837
PRTS,0.68,563120,Loosers 5,2026-02-25,8,1914.608
ESOA,14.24,594300,Random 10,2026-02-25,1,42314.16
LUXE,9.87,414580,Random 10,2026-02-25,2,20459.523
IMRX,5.1,592260,Random 10,2026-02-25,3,15102.63
MTA,8.53,404580,Random 10,2026-02-25,4,17255.337
BTQ,2.52,1614000,Random 10,2026-02-25,5,20336.4
IMTX,10.23,404380,Random 10,2026-02-25,6,20684.037000000004
ONDS,10.4,92525860,Random 10,2026-02-25,7,4811344.72
NKTX,2.51,773480,Random 10,2026-02-25,8,9707.174
SOUN,8.36,23316580,Random 5,2026-02-25,1,974633.044
NUVB,5.64,4376860,Random 5,2026-02-25,2,123427.452
OPEN,5.11,70162920,Random 5,2026-02-25,3,1792662.6060000004
ORGO,4.03,514240,Random 5,2026-02-25,4,10361.936000000002
SVM,13.15,7556940,Random 5,2026-02-25,5,496868.805
VUZI,3.08,1171340,Random 5,2026-02-25,6,18038.636
LX,3.01,941800,Random 5,2026-02-25,7,14174.09
EXK,13.2,11250000,Random 5,2026-02-25,8,742500.0
FSLY,17.67,18981960,Winners 10,2026-02-25,1,1677056.1660000002
LGHL,1.3,762200,Winners 10,2026-02-25,2,4954.3
CALC,0.59,411620,Winners 10,2026-02-25,3,1214.279
BLZE,3.76,1822580,Winners 10,2026-02-25,4,34264.504
OMER,11.55,976240,Winners 10,2026-02-25,5,56377.86
CVRX,7.24,754360,Winners 10,2026-02-25,6,27307.832
RLMD,4.26,968980,Winners 10,2026-02-25,7,20639.274
RZLT,3.61,1883780,Winners 10,2026-02-25,8,34002.229
MENS,2.76,643580,Winners 5,2026-02-25,1,8881.403999999999
GSAT,62.82,495020,Winners 5,2026-02-25,2,155485.782
IMMX,8.49,646180,Winners 5,2026-02-25,3,27430.341
AP,9.17,359060,Winners 5,2026-02-25,4,16462.901
JZXN,1.31,2618680,Winners 5,2026-02-25,5,17152.354000000003
NGD,12.25,16314800,Winners 5,2026-02-25,6,999281.5
PYXS,1.48,337360,Winners 5,2026-02-25,7,2496.464
ALLO,2.29,5408900,Winners 5,2026-02-25,8,61931.905
RAPP,30.2,305680,Loosers 10,2026-02-26,1,46157.68
OCUL,9.5,8656340,Loosers 10,2026-02-26,2,411176.15
THRY,3.92,903380,Loosers 10,2026-02-26,3,17706.248
KYTX,8.09,489900,Loosers 10,2026-02-26,4,19816.455
OUST,19.8,1040460,Loosers 10,2026-02-26,5,103005.54
GTBP,0.451,791000,Loosers 10,2026-02-26,6,1783.705
FBLG,0.263,720660,Loosers 10,2026-02-26,7,947.6679
HCTI,5.81,917820,Loosers 5,2026-02-26,1,26662.671
NCI,6.4,5068600,Loosers 5,2026-02-26,2,162195.2
CNVS,3.01,334240,Loosers 5,2026-02-26,3,5030.312
BMEA,1.41,884020,Loosers 5,2026-02-26,4,6232.341
CGTX,1.12,593420,Loosers 5,2026-02-26,5,3323.152
CHGG,0.66,1246480,Loosers 5,2026-02-26,6,4113.384
MSAI,0.294,484540,Loosers 5,2026-02-26,7,712.2737999999999
ATOM,6.13,3665060,Random 10,2026-02-26,1,112334.089
ESOA,15.67,593760,Random 10,2026-02-26,2,46521.096
CV,5.23,306920,Random 10,2026-02-26,3,8025.958
DPRO,8.16,1512380,Random 10,2026-02-26,4,61705.10400000001
CRSR,5.69,1832600,Random 10,2026-02-26,5,52137.47
IMRX,5.24,619100,Random 10,2026-02-26,6,16220.42
BTQ,3.26,2367260,Random 10,2026-02-26,7,38586.338
MQ,3.86,6562660,Random 10,2026-02-26,8,126659.338
DGXX,2.66,1432020,Random 5,2026-02-26,1,19045.866
POET,6.36,4685240,Random 5,2026-02-26,2,148990.632
SGMT,6.13,515740,Random 5,2026-02-26,3,15807.431
MREO,0.394,2184700,Random 5,2026-02-26,4,4303.859
GAU,3.3,4205900,Random 5,2026-02-26,5,69397.35
ORBS,1.19,1984520,Random 5,2026-02-26,6,11807.893999999998
BITF,2.31,29788440,Random 5,2026-02-26,7,344056.482
BTCS,1.77,693060,Random 5,2026-02-26,8,6133.581
FSLY,18.15,17264060,Winners 10,2026-02-26,1,1566713.445
PPTA,33.06,1446240,Winners 10,2026-02-26,2,239063.47200000004
CVRX,7.65,787000,Winners 10,2026-02-26,3,30102.75
LGHL,1.3,715880,Winners 10,2026-02-26,4,4653.22
VNDA,8.28,13397060,Winners 10,2026-02-26,5,554638.284
VTGN,0.58,665620,Winners 10,2026-02-26,6,1930.298
ENVB,2.4,3820420,Winners 10,2026-02-26,7,45845.04
GDRX,2.45,2464360,Winners 10,2026-02-26,8,30188.41
LRHC,1.09,543400,Winners 5,2026-02-26,1,2961.53
PEPG,6.4,341540,Winners 5,2026-02-26,2,10929.28
BATL,4.09,12962180,Winners 5,2026-02-26,3,265076.581
WHLR,1.85,714320,Winners 5,2026-02-26,4,6607.46
INDO,4.42,1516600,Winners 5,2026-02-26,5,33516.86
BDRX,1.13,309140,Winners 5,2026-02-26,6,1746.6409999999998
VFF,3.59,1350300,Winners 5,2026-02-26,7,24237.885
RMNI,3.52,759280,Winners 5,2026-02-26,8,13363.328
GTN,5.88,1613420,Loosers 10,2026-02-27,1,47434.548
FBLG,0.283,838400,Loosers 10,2026-02-27,2,1186.336
CGTX,1.16,586760,Loosers 5,2026-02-27,1,3403.208
MSAI,0.29,531680,Loosers 5,2026-02-27,2,770.9359999999999
BTQ,3.81,3097720,Random 10,2026-02-27,1,59011.566
HMY,22.55,4976940,Random 10,2026-02-27,2,561149.985
INNV,9.3,380400,Random 10,2026-02-27,3,17688.600000000002
ONDS,10.45,77210520,Random 10,2026-02-27,4,4034249.67
LASE,1.03,1862820,Random 10,2026-02-27,5,9593.523
GENI,6.39,3889000,Random 10,2026-02-27,6,124253.55
MRVI,3.56,1344460,Random 10,2026-02-27,7,23931.388
SPAI,4.7,1558360,Random 10,2026-02-27,8,36621.46
SOUN,8.98,31751020,Random 5,2026-02-27,1,1425620.7980000002
EXK,14.03,12349180,Random 5,2026-02-27,2,866294.9770000001
OPEN,5.41,64188560,Random 5,2026-02-27,3,1736300.5480000002
TALK,4.8,2042420,Random 5,2026-02-27,4,49018.08
NUVB,5.8,3758760,Random 5,2026-02-27,5,109004.04
DGXX,2.77,1509460,Random 5,2026-02-27,6,20906.021
UAMY,8.91,8894580,Random 5,2026-02-27,7,396253.539
LX,3.01,886200,Random 5,2026-02-27,8,13337.31
FSLY,17.96,13459900,Winners 10,2026-02-27,1,1208699.02
RIGL,35.71,345000,Winners 10,2026-02-27,2,61599.75
CVRX,8.06,809580,Winners 10,2026-02-27,3,32626.074000000004
FCEL,9.07,1541500,Winners 10,2026-02-27,4,69907.02500000001
CALC,0.552,341480,Winners 10,2026-02-27,5,942.4848000000002
VNDA,8.6,13598220,Winners 10,2026-02-27,6,584723.46
ANGX,3.86,738160,Winners 10,2026-02-27,7,14246.488
CYN,1.57,333620,Winners 10,2026-02-27,8,2618.9170000000004
WHLR,2.05,869060,Winners 5,2026-02-27,1,8907.865
NGD,13.14,12217860,Winners 5,2026-02-27,2,802713.402
BATL,4.15,3728760,Winners 5,2026-02-27,3,77371.77
RMNI,3.76,858280,Winners 5,2026-02-27,4,16135.664
EDSA,1.55,23109500,Winners 5,2026-02-27,5,179098.625
ANY,1.6,434400,Winners 5,2026-02-27,6,3475.2000000000003
ALUR,1.25,30436260,Winners 5,2026-02-27,7,190226.625
YIBO,1.11,324640,Winners 5,2026-02-27,8,1801.752
SMMT,16.59,1986840,Loosers 10,2026-03-02,1,164808.378
CERT,7.08,3737900,Loosers 10,2026-03-02,2,132321.66
LFST,7.24,5030480,Loosers 10,2026-03-02,3,182103.376
LZ,7.03,3979880,Loosers 10,2026-03-02,4,139892.782
FBLG,0.329,1052880,Loosers 10,2026-03-02,5,1731.9876000000002
NCI,5.44,4570320,Loosers 5,2026-03-02,1,124312.704
MAIA,2.26,904620,Loosers 5,2026-03-02,2,10222.205999999998
SABR,1.18,18021980,Loosers 5,2026-03-02,3,106329.682
CV,5.49,354580,Random 10,2026-03-02,1,9733.221
GENI,6.21,3957340,Random 10,2026-03-02,2,122875.407
SPAI,5.11,998480,Random 10,2026-03-02,3,25511.164000000004
IMTX,10.34,367080,Random 10,2026-03-02,4,18978.036
NCMI,3.56,1039060,Random 10,2026-03-02,5,18495.268
NOK,7.72,33319740,Random 10,2026-03-02,6,1286141.964
RLAY,10.26,2688200,Random 10,2026-03-02,7,137904.66
MIMI,0.337,8545440,Random 10,2026-03-02,8,14399.066400000002
ABCL,3.61,5211960,Random 5,2026-03-02,1,94075.878
INDO,5.88,2036240,Random 5,2026-03-02,2,59865.456
AUR,4.68,17421940,Random 5,2026-03-02,3,407673.396
SUIG,1.26,500720,Random 5,2026-03-02,4,3154.536
HTCR,0.269,5213320,Random 5,2026-03-02,5,7011.915400000001
WRAP,1.72,365900,Random 5,2026-03-02,6,3146.74
STTK,3.92,387540,Random 5,2026-03-02,7,7595.784000000001
FSLY,19.12,11170960,Winners 10,2026-03-02,1,1067943.776
VNDA,8.91,12887480,Winners 10,2026-03-02,2,574137.234
FNKO,5.0,936820,Winners 10,2026-03-02,3,23420.5
LGHL,1.27,306300,Winners 10,2026-03-02,4,1945.005
ANGX,3.92,799700,Winners 10,2026-03-02,5,15674.12
EBS,8.15,1749120,Winners 10,2026-03-02,6,71276.64
MBI,6.55,432480,Winners 10,2026-03-02,7,14163.72
BZAI,1.18,1833920,Winners 10,2026-03-02,8,10820.128
LRHC,1.06,583120,Winners 5,2026-03-02,1,3090.5360000000005
GSAT,62.27,767320,Winners 5,2026-03-02,2,238905.082
SVRE,2.71,386885,Winners 5,2026-03-02,3,5242.29175
WHLR,1.9,926520,Winners 5,2026-03-02,4,8801.94
PRCH,8.21,1838140,Winners 5,2026-03-02,5,75455.64700000001
ZEO,1.23,513960,Winners 5,2026-03-02,6,3160.8540000000003
OPENW,0.841,426120,Winners 5,2026-03-02,7,1791.8346
PRZO,1.21,438560,Winners 5,2026-03-02,8,2653.288
OCUL,10.98,8995520,Loosers 10,2026-03-03,1,493854.04800000007
OUST,20.25,1718840,Loosers 10,2026-03-03,2,174032.55000000002
CODI,7.32,2065060,Loosers 10,2026-03-03,3,75581.19600000001
CERT,7.05,4150660,Loosers 10,2026-03-03,4,146310.765
ARVN,13.39,1082720,Loosers 10,2026-03-03,5,72488.104
BHC,5.95,2661380,Loosers 10,2026-03-03,6,79176.05500000001
RC,2.06,4481920,Loosers 10,2026-03-03,7,46163.776000000005
PERI,8.74,395600,Loosers 10,2026-03-03,8,17287.72
AXTI,46.32,9982100,Loosers 5,2026-03-03,1,2311854.36
NCI,5.02,1335400,Loosers 5,2026-03-03,2,33518.53999999999
CRBU,1.84,2175260,Loosers 5,2026-03-03,3,20012.392000000003
CYH,3.39,1508600,Loosers 5,2026-03-03,4,25570.77
SABR,1.61,22512280,Loosers 5,2026-03-03,5,181223.854
CHGG,0.64,711100,Loosers 5,2026-03-03,6,2275.52
SLQT,0.863,909940,Loosers 5,2026-03-03,7,3926.3911
MIST,1.73,1359100,Loosers 5,2026-03-03,8,11756.215
BTQ,3.23,3320020,Random 10,2026-03-03,1,53618.323
NVTS,9.55,25062480,Random 10,2026-03-03,2,1196733.4200000002
GENI,6.37,3930480,Random 10,2026-03-03,3,125185.78800000002
ATOM,5.24,2160480,Random 10,2026-03-03,4,56604.57600000001
CRSR,5.78,1448580,Random 10,2026-03-03,5,41863.962
NVA,8.58,716280,Random 10,2026-03-03,6,30728.412000000004
LAW,3.52,1003620,Random 10,2026-03-03,7,17663.712
FWDI,4.5,1010560,Random 10,2026-03-03,8,22737.6
OCG,0.66,311720,Random 5,2026-03-03,1,1028.6760000000002
SOUN,8.62,38003260,Random 5,2026-03-03,2,1637940.506
ASST,8.73,3472780,Random 5,2026-03-03,3,151586.847
WULF,16.02,34459360,Random 5,2026-03-03,4,2760194.736
UAMY,10.65,12213800,Random 5,2026-03-03,5,650384.85
POET,6.91,7409160,Random 5,2026-03-03,6,255986.478
FOSL,4.51,577680,Random 5,2026-03-03,7,13026.684
SGMT,5.72,433800,Random 5,2026-03-03,8,12406.68
FSLY,21.17,10995400,Winners 10,2026-03-03,1,1163863.09
WVE,13.85,2948280,Winners 10,2026-03-03,2,204168.39
HPP,7.45,1916920,Winners 10,2026-03-03,3,71405.27
IBRX,10.44,54636760,Winners 10,2026-03-03,4,2852038.872
FCEL,8.33,1586060,Winners 10,2026-03-03,5,66059.399
CCC,5.57,19902180,Winners 10,2026-03-03,6,554275.7130000001
KPTI,9.59,541280,Winners 10,2026-03-03,7,25954.376
RCEL,5.27,359760,Winners 10,2026-03-03,8,9479.676
MENS,2.2,355100,Winners 5,2026-03-03,1,3906.100000000001
SVRE,2.49,386855,Winners 5,2026-03-03,2,4816.34475
BFLY,3.85,18718160,Winners 5,2026-03-03,3,360324.58
CLVT,2.31,18572440,Winners 5,2026-03-03,4,214511.682
ANY,1.46,394540,Winners 5,2026-03-03,5,2880.1420000000003
LCID,10.03,8307140,Winners 5,2026-03-03,6,416603.071
IMMX,8.36,618860,Winners 5,2026-03-03,7,25868.348
PSNL,9.06,1686620,Winners 5,2026-03-03,8,76403.88600000001
CERT,7.24,4180300,Loosers 10,2026-03-04,1,151326.86000000002
ARVN,13.36,880400,Loosers 10,2026-03-04,2,58810.72
STLA,7.49,19092720,Loosers 10,2026-03-04,3,715022.3640000001
LZ,6.95,3200660,Loosers 10,2026-03-04,4,111222.935
CODI,7.0,2071520,Loosers 10,2026-03-04,5,72503.2
LFMD,2.91,753720,Loosers 10,2026-03-04,6,10966.626000000002
GTBP,0.47,806400,Loosers 10,2026-03-04,7,1895.04
CCHH,0.763,5145640,Loosers 5,2026-03-04,1,19630.6166
BMEA,1.33,1075020,Loosers 5,2026-03-04,2,7148.883000000001
CHGG,0.64,682240,Loosers 5,2026-03-04,3,2183.168
NPWR,2.02,764900,Loosers 5,2026-03-04,4,7725.49
CYH,3.45,1340900,Loosers 5,2026-03-04,5,23130.525
MSAI,0.283,787920,Loosers 5,2026-03-04,6,1114.9068
APPS,4.19,2972020,Loosers 5,2026-03-04,7,62263.819
PRTS,0.74,948900,Loosers 5,2026-03-04,8,3510.9300000000003
BTQ,3.1,3263360,Random 10,2026-03-04,1,50582.08
GENI,6.47,4805560,Random 10,2026-03-04,2,155459.866
LAW,3.93,1147820,Random 10,2026-03-04,3,22554.663000000004
CRSR,5.77,1562040,Random 10,2026-03-04,4,45064.85399999999
DSVSF,7.19,726540,Random 10,2026-03-04,5,26119.113000000005
ATOM,4.81,1965040,Random 10,2026-03-04,6,47259.21199999999
NNOX,2.59,789600,Random 10,2026-03-04,7,10225.32
IMRX,4.95,767140,Random 10,2026-03-04,8,18986.715
SOUN,8.51,34872740,Random 5,2026-03-04,1,1483835.0869999998
ABSI,2.57,2181660,Random 5,2026-03-04,2,28034.331
HITI,2.5,548540,Random 5,2026-03-04,3,6856.75
